FECHA,CO,NO,NO2,NOX,O3,PM10,SO2
04/04/2021,0.19,1,28,29,6,33,53
04/04/2021,0.23,1,25,27,6,27,66
04/04/2021,0.27,3,22,25,5,32,40
04/04/2021,0.29,3,20,23,5,31,30
04/04/2021,0.44,11,22,33,3,37,20
04/04/2021,0.44,13,25,38,2,39,15
04/04/2021,0.62,26,24,50,6,56,31
04/04/2021,0.59,24,28,53,14,59,37
04/04/2021,0.57,25,35,60,22,52,31
04/04/2021,0.45,15,35,50,36,44,22
04/04/2021,0.38,9,29,38,53,22,19
04/04/2021,0.24,2,14,16,73,8,6
04/04/2021,0.16,2,10,12,74,7,5
04/04/2021,0.14,1,9,10,76,13,14
04/04/2021,0.13,2,7,9,72,25,13
04/04/2021,0.13,2,6,8,66,15,3
04/04/2021,0.11,1,7,8,63,34,2
04/04/2021,0.1,1,9,10,53,54,1
04/04/2021,0.13,1,12,13,41,55,2
04/04/2021,0.13,1,14,14,32,42,3
04/04/2021,0.21,2,27,29,17,52,3
04/04/2021,0.17,1,21,22,19,35,11
04/04/2021,0.14,1,18,19,20,33,7
05/04/2021,0.13,1,14,15,19,30,22
05/04/2021,0.11,1,20,21,13,33,40
05/04/2021,0.11,1,22,23,11,25,38
05/04/2021,0.1,1,20,21,12,31,38
05/04/2021,0.34,15,25,40,5,35,33
05/04/2021,0.47,24,28,53,1,49,24
05/04/2021,0.97,73,30,102,1,82,20
05/04/2021,0.98,77,31,108,2,75,31
05/04/2021,0.86,57,41,98,6,69,33
05/04/2021,0.91,51,53,104,14,75,31
05/04/2021,0.79,32,59,91,25,74,24
05/04/2021,0.73,22,57,79,42,61,14
05/04/2021,0.39,7,29,35,59,14,7
05/04/2021,0.25,5,18,22,57,12,3
05/04/2021,0.26,4,21,25,53,20,3
05/04/2021,0.12,1,9,9,60,49,4
05/04/2021,0.13,1,13,14,56,43,11
05/04/2021,0.25,3,22,25,45,51,10
05/04/2021,0.19,1,17,18,40,64,7
05/04/2021,0.4,9,31,40,21,24,5
05/04/2021,0.8,23,45,68,8,48,6
05/04/2021,0.87,17,42,59,10,66,8
05/04/2021,0.74,14,44,58,5,62,6
05/04/2021,0.41,3,27,30,19,43,5
06/04/2021,0.24,2,16,18,25,37,5
06/04/2021,0.31,1,18,19,20,46,5
06/04/2021,0.43,1,15,16,20,60,6
06/04/2021,0.37,2,15,17,19,54,7
06/04/2021,0.58,18,24,43,11,52,10
06/04/2021,1.05,48,36,84,1,69,9
06/04/2021,1.28,76,42,118,1,72,7
06/04/2021,1.46,108,42,151,3,91,9
06/04/2021,0.75,37,41,78,13,66,21
06/04/2021,0.65,24,41,65,24,61,19
06/04/2021,0.57,13,37,50,45,53,15
06/04/2021,0.4,7,26,32,60,31,8
06/04/2021,0.28,2,17,18,72,45,6
06/04/2021,0.2,2,14,15,63,23,4
06/04/2021,0.21,2,13,15,56,25,2
06/04/2021,0.38,4,25,29,56,74,3
06/04/2021,0.48,5,34,40,40,74,4
06/04/2021,0.26,3,22,25,40,43,2
06/04/2021,0.04,1,7,7,39,26,2
06/04/2021,0.18,1,14,15,34,19,2
06/04/2021,0.06,0,8,9,41,21,2
06/04/2021,0.1,1,10,11,32,31,2
06/04/2021,0.06,0,9,9,32,5,3
06/04/2021,0.2,1,13,14,29,4,3
07/04/2021,0.13,1,14,15,30,2,3
07/04/2021,0.12,1,13,14,25,4,2
07/04/2021,0.15,1,17,18,19,10,2
07/04/2021,0.19,2,18,20,9,6,1
07/04/2021,0.26,11,21,32,4,7,1
07/04/2021,0.67,47,26,73,0,24,2
07/04/2021,1.03,77,28,105,0,37,2
07/04/2021,1.25,92,35,127,1,57,6
07/04/2021,1.18,61,51,112,7,50,6
07/04/2021,1.3,53,76,129,18,71,7
07/04/2021,0.9,24,66,90,39,49,4
07/04/2021,0.57,15,49,64,50,40,3
07/04/2021,0.43,5,24,28,68,19,2
07/04/2021,0.21,3,13,16,73,18,2
07/04/2021,0.2,3,11,14,68,4,2
07/04/2021,0.18,2,12,14,71,-99,-99
07/04/2021,-99,-99,-99,-99,-99,-99,-99
07/04/2021,-99,-99,-99,-99,-99,-99,-99
07/04/2021,-99,2,15,17,-99,23,-99
07/04/2021,-99,11,41,52,-99,33,-99
07/04/2021,-99,9,40,49,-99,48,-99
07/04/2021,-99,3,27,30,-99,52,-99
07/04/2021,-99,4,46,49,-99,52,-99
07/04/2021,-99,2,30,32,-99,43,-99
08/04/2021,-99,-99,-99,-99,-99,42,-99
08/04/2021,-99,-99,-99,-99,-99,41,-99
08/04/2021,-99,-99,-99,-99,-99,34,-99
08/04/2021,0.18,2,18,19,20,37,3
08/04/2021,0.35,10,28,38,11,40,2
08/04/2021,1.03,65,40,105,1,60,3
08/04/2021,1.29,85,42,127,0,98,3
08/04/2021,1.83,125,50,174,2,138,6
08/04/2021,1.73,86,70,156,7,98,5
08/04/2021,1.06,25,70,95,34,87,5
08/04/2021,0.91,15,69,84,57,66,3
08/04/2021,0.35,6,32,38,72,15,2
08/04/2021,0.17,2,18,21,83,23,2
08/04/2021,0.18,2,16,18,90,27,2
08/04/2021,0.16,2,17,19,93,27,2
08/04/2021,0.09,1,12,13,90,24,2
08/04/2021,0.04,0,10,10,77,37,3
08/04/2021,0.26,3,22,24,58,102,2
08/04/2021,0.2,1,20,21,57,57,2
08/04/2021,0.17,1,18,20,55,47,2
08/04/2021,0.19,1,18,19,48,55,3
08/04/2021,0.18,3,23,25,46,52,5
08/04/2021,0.04,1,11,11,56,36,3
08/04/2021,0.03,0,14,14,49,35,3
09/04/2021,0.02,1,12,13,46,19,3
09/04/2021,0.02,1,12,12,40,29,3
09/04/2021,0.14,1,16,17,30,42,3
09/04/2021,0.15,1,15,15,28,34,3
09/04/2021,0.35,7,26,33,17,31,3
09/04/2021,0.71,26,39,65,7,44,2
09/04/2021,1.58,113,47,159,3,80,4
09/04/2021,1.67,106,49,156,2,132,5
09/04/2021,0.81,38,55,93,13,60,4
09/04/2021,0.73,26,55,81,30,58,5
09/04/2021,0.52,17,52,69,44,43,5
09/04/2021,0.28,5,27,32,69,36,3
09/04/2021,0.18,2,15,17,87,27,2
09/04/2021,0.23,3,20,23,92,37,2
09/04/2021,0.17,1,15,15,94,38,2
09/04/2021,0.13,2,13,16,75,28,2
09/04/2021,0.16,1,15,16,67,83,2
09/04/2021,0.42,12,30,42,41,79,2
09/04/2021,0.23,4,20,24,47,27,2
09/04/2021,0.29,3,26,29,39,53,2
09/04/2021,0.33,2,25,27,37,31,2
09/04/2021,0.59,7,43,50,17,37,2
09/04/2021,0.4,6,31,37,25,29,2
09/04/2021,0.09,1,12,14,43,26,2
10/04/2021,0.66,3,29,32,18,46,2
10/04/2021,0.51,2,36,39,13,33,2
10/04/2021,0.5,1,33,35,11,39,2
10/04/2021,0.37,3,29,32,13,37,2
10/04/2021,0.49,9,32,40,9,36,2
10/04/2021,0.8,40,41,82,1,65,2
10/04/2021,1.07,73,40,113,1,74,3
10/04/2021,1.42,92,43,135,2,89,4
10/04/2021,0.83,41,55,96,11,65,3
10/04/2021,0.85,35,66,101,24,56,6
10/04/2021,0.46,13,43,57,45,46,4
10/04/2021,0.34,7,33,40,65,40,4
10/04/2021,0.24,3,22,25,80,28,3
10/04/2021,0.23,3,20,23,90,29,3
10/04/2021,0.22,1,15,16,104,37,3
10/04/2021,0.19,0,15,15,109,59,3
10/04/2021,0.19,1,15,16,74,89,3
10/04/2021,0.18,0,16,16,86,63,2
10/04/2021,0.05,0,8,9,67,58,2
10/04/2021,0.02,0,7,7,62,45,2
10/04/2021,0.33,3,24,27,44,35,3
10/04/2021,0.5,5,37,43,30,48,2
10/04/2021,0.36,2,26,28,40,35,2
10/04/2021,0.34,1,23,25,35,43,2
11/04/2021,0.44,1,29,30,24,47,2
11/04/2021,0.47,2,29,31,21,42,2
11/04/2021,0.29,2,20,22,25,40,2
11/04/2021,0.24,1,18,19,24,41,2
11/04/2021,0.32,3,29,32,12,43,2
11/04/2021,0.46,8,32,40,8,48,2
11/04/2021,0.85,39,39,78,2,64,2
11/04/2021,0.95,37,39,77,5,85,2
11/04/2021,0.64,20,36,56,25,68,3
11/04/2021,0.33,5,22,28,48,53,3
11/04/2021,0.35,6,28,35,59,60,14
11/04/2021,0.31,3,22,24,83,54,5
11/04/2021,0.22,1,16,17,93,41,4
11/04/2021,0.25,1,16,17,100,42,4
11/04/2021,0.25,1,16,16,108,44,3
11/04/2021,0.23,1,13,14,80,66,2
11/04/2021,0.15,1,11,12,61,49,2
11/04/2021,0.12,1,11,11,63,40,2
11/04/2021,0.06,0,7,7,65,58,2
11/04/2021,0.2,1,15,16,50,56,2
11/04/2021,0.12,1,10,11,49,33,2
11/04/2021,0.32,4,21,25,38,35,2
11/04/2021,0.22,2,22,24,37,33,2
11/04/2021,0.22,1,18,18,37,31,1
12/04/2021,0.24,1,20,21,30,34,2
12/04/2021,0.24,1,20,21,23,36,2
12/04/2021,0.15,1,13,13,25,34,2
12/04/2021,0.23,1,15,15,23,42,2
12/04/2021,0.43,9,32,41,10,53,2
12/04/2021,0.77,34,44,78,5,53,3
12/04/2021,1.64,133,47,179,1,88,4
12/04/2021,2.21,158,49,207,2,153,5
12/04/2021,1.57,88,71,159,5,95,5
12/04/2021,1.03,36,69,106,25,72,4
12/04/2021,0.53,11,40,51,50,51,3
12/04/2021,0.43,5,30,35,72,52,3
12/04/2021,0.32,3,21,24,84,45,3
12/04/2021,0.37,2,22,24,99,54,3
12/04/2021,0.34,2,20,22,97,55,2
12/04/2021,0.25,0,15,15,90,56,2
12/04/2021,0.14,0,9,9,77,29,2
12/04/2021,-99,-99,-99,-99,-99,-99,-99
12/04/2021,0.27,1,20,21,56,70,2
12/04/2021,0.08,0,8,8,61,50,2
12/04/2021,0.06,0,7,7,58,31,2
12/04/2021,0.15,0,14,14,51,75,3
12/04/2021,0.08,0,10,10,52,37,2
12/04/2021,0.08,0,9,10,48,29,2
13/04/2021,0.15,0,9,9,45,27,2
13/04/2021,0.13,0,9,10,43,29,2
13/04/2021,0.12,1,10,11,37,29,2
13/04/2021,0.14,1,13,14,33,31,2
13/04/2021,0.45,10,26,36,22,39,2
13/04/2021,0.8,37,44,81,8,55,2
13/04/2021,1.47,104,52,156,1,99,4
13/04/2021,1.84,134,50,185,1,175,5
13/04/2021,0.63,21,40,62,25,68,2
13/04/2021,0.6,12,39,50,40,60,4
13/04/2021,0.47,9,36,45,51,55,4
13/04/2021,0.45,7,39,46,67,56,5
13/04/2021,0.49,2,32,34,98,77,4
13/04/2021,0.36,2,21,23,97,44,3
13/04/2021,0.23,2,19,21,88,47,2
13/04/2021,0.17,0,12,12,97,50,2
13/04/2021,0.34,1,24,25,78,90,2
13/04/2021,0.22,1,20,21,67,47,2
13/04/2021,0.34,2,24,26,52,97,2
13/04/2021,0.08,0,11,11,56,46,2
13/04/2021,0.35,4,26,30,29,46,1
13/04/2021,0.18,4,19,22,30,10,2
13/04/2021,0.16,6,18,24,26,9,2
13/04/2021,0.23,2,22,24,17,24,1
14/04/2021,-99,-99,-99,-99,-99,18,-99
14/04/2021,-99,-99,-99,-99,-99,16,-99
14/04/2021,-99,-99,-99,-99,-99,19,-99
14/04/2021,0.21,4,16,21,14,17,2
14/04/2021,0.41,26,26,52,6,27,2
14/04/2021,0.95,63,29,92,3,44,2
14/04/2021,1.59,119,34,153,3,70,3
14/04/2021,1.78,124,43,167,4,85,5
14/04/2021,1.5,76,68,144,9,84,6
14/04/2021,1.11,31,68,99,26,71,4
14/04/2021,0.75,19,57,76,43,46,4
14/04/2021,0.46,6,33,39,69,37,3
14/04/2021,0.35,4,19,23,78,20,2
14/04/2021,0.23,2,16,19,84,22,2
14/04/2021,0.11,1,10,11,75,14,2
14/04/2021,0.08,0,8,9,66,21,1
14/04/2021,0.22,2,16,19,66,13,1
14/04/2021,0.38,4,29,32,48,33,1
14/04/2021,0.13,0,15,15,57,58,2
14/04/2021,0.03,0,6,6,59,58,2
14/04/2021,0.12,1,10,11,49,40,2
14/04/2021,0.15,1,17,18,43,35,2
14/04/2021,0.04,0,10,11,44,12,2
14/04/2021,0.1,0,12,12,36,18,2
15/04/2021,0.1,1,10,11,34,20,1
15/04/2021,0.11,0,10,11,31,7,1
15/04/2021,0.03,0,9,10,38,-99,2
15/04/2021,0.15,1,13,14,32,14,2
15/04/2021,0.17,8,22,30,20,13,1
15/04/2021,0.58,35,36,71,4,25,2
15/04/2021,1.31,99,36,135,4,60,3
15/04/2021,1.41,102,38,140,4,84,4
15/04/2021,0.72,31,43,73,16,48,3
15/04/2021,0.79,29,53,82,27,47,6
15/04/2021,0.46,11,39,50,50,35,3
15/04/2021,0.27,6,27,33,64,9,2
15/04/2021,0.19,3,16,19,76,33,2
15/04/2021,0.13,2,15,17,87,15,2
15/04/2021,0.14,2,15,16,84,15,2
15/04/2021,0.14,2,16,17,82,30,2
15/04/2021,0.14,0,13,13,96,39,2
15/04/2021,0.05,1,9,10,65,30,1
15/04/2021,0.03,0,9,9,70,31,1
15/04/2021,0.54,16,38,54,35,48,2
15/04/2021,0.3,4,27,30,44,44,1
15/04/2021,0.37,7,31,38,35,43,2
15/04/2021,0.48,5,38,42,24,41,2
15/04/2021,0.34,2,30,32,26,42,2
16/04/2021,0.23,3,25,27,27,40,2
16/04/2021,0.2,1,18,18,29,31,2
16/04/2021,0.16,1,17,18,26,36,2
16/04/2021,0.31,2,26,28,17,42,2
16/04/2021,0.4,15,33,48,10,45,2
16/04/2021,0.94,53,38,91,6,54,2
16/04/2021,1.7,125,44,169,4,84,4
16/04/2021,1.78,119,47,165,5,113,4
16/04/2021,1.08,68,61,129,10,83,6
16/04/2021,1.09,58,81,139,18,91,8
16/04/2021,0.46,13,43,56,49,39,4
16/04/2021,0.26,4,19,23,77,36,2
16/04/2021,0.2,3,17,20,78,25,3
16/04/2021,0.13,2,12,14,97,39,3
16/04/2021,0.15,1,13,13,113,44,3
16/04/2021,0.3,1,22,23,123,54,3
16/04/2021,0.29,0,19,20,116,59,2
16/04/2021,0.29,1,21,22,82,69,2
16/04/2021,0.12,0,11,12,83,47,2
16/04/2021,0.52,12,41,53,45,56,2
16/04/2021,0.85,8,39,47,38,125,4
16/04/2021,0.66,20,40,60,22,51,2
16/04/2021,0.31,2,18,20,42,39,2
16/04/2021,0.71,7,41,47,19,63,2
17/04/2021,0.67,10,37,47,14,44,2
17/04/2021,0.33,3,24,27,23,31,2
17/04/2021,0.38,2,24,26,19,46,2
17/04/2021,0.42,4,28,31,17,42,2
17/04/2021,0.49,19,32,51,11,49,2
17/04/2021,0.63,37,38,75,7,52,2
17/04/2021,1.11,81,47,128,3,71,3
17/04/2021,1.11,73,49,121,7,92,3
17/04/2021,1.25,89,65,154,8,101,6
17/04/2021,1.04,65,75,140,15,85,7
17/04/2021,0.7,23,64,87,42,72,5
17/04/2021,0.41,6,34,40,78,42,4
17/04/2021,0.32,2,20,23,97,48,4
17/04/2021,0.3,1,18,20,112,54,3
17/04/2021,0.19,1,13,14,83,49,3
17/04/2021,0.13,1,9,10,72,64,3
17/04/2021,0.15,1,9,10,69,69,3
17/04/2021,0.15,1,9,10,63,74,2
17/04/2021,0.14,2,10,12,53,58,2
17/04/2021,0.15,1,10,11,49,70,2
17/04/2021,0.4,3,19,22,37,67,2
17/04/2021,0.37,6,28,34,26,46,2
17/04/2021,0.3,4,26,30,28,39,2
17/04/2021,0.42,6,31,37,23,39,2
18/04/2021,0.29,2,21,23,28,38,2
18/04/2021,0.36,1,23,25,20,49,2
18/04/2021,0.23,2,15,17,25,43,1
18/04/2021,0.3,2,18,20,18,44,1
18/04/2021,0.31,3,19,22,17,46,2
18/04/2021,0.53,20,30,49,8,43,2
18/04/2021,0.67,28,32,59,7,65,2
18/04/2021,0.66,29,31,60,13,121,3
18/04/2021,0.37,8,20,29,30,92,4
18/04/2021,0.48,15,36,51,36,55,6
18/04/2021,0.52,9,39,48,59,4,5
18/04/2021,0.03,1,7,8,53,-99,1
18/04/2021,0.02,1,4,5,57,20,1
18/04/2021,0.06,2,7,9,61,27,2
18/04/2021,0.07,1,6,6,65,56,2
18/04/2021,0.07,1,6,7,58,38,1
18/04/2021,0.07,1,6,7,55,37,1
18/04/2021,0.06,1,6,8,51,35,1
18/04/2021,0,0,5,5,47,20,1
18/04/2021,0.03,1,8,9,42,14,1
18/04/2021,0.08,1,9,10,42,45,2
18/04/2021,0.15,2,14,16,35,50,2
18/04/2021,0.09,1,12,13,37,17,1
18/04/2021,0.11,1,13,14,33,12,1
19/04/2021,0.07,1,7,7,38,11,1
19/04/2021,0.09,0,9,9,31,22,1
19/04/2021,0.08,0,9,10,27,27,1
19/04/2021,0.08,1,11,12,23,22,1
19/04/2021,0.25,11,22,33,11,24,1
19/04/2021,0.42,28,31,59,5,24,2
19/04/2021,1.17,105,36,141,4,63,3
19/04/2021,1.62,131,41,172,6,110,4
19/04/2021,1.37,85,58,143,10,70,4
19/04/2021,0.93,41,63,103,24,81,4
19/04/2021,0.52,12,39,51,54,37,2
19/04/2021,0.33,6,27,33,67,25,2
19/04/2021,0.04,2,6,8,54,27,1
19/04/2021,0.1,2,9,11,59,64,1
19/04/2021,0.13,1,8,10,67,75,2
19/04/2021,0.07,1,7,9,58,76,2
19/04/2021,0.1,2,8,10,53,66,1
19/04/2021,0.08,2,8,10,49,47,1
19/04/2021,0.06,1,8,9,46,42,1
19/04/2021,0.21,6,18,24,32,46,1
19/04/2021,0.32,6,19,25,31,39,1
19/04/2021,0.27,5,19,24,29,42,1
19/04/2021,0.3,3,22,25,24,50,2
19/04/2021,-99,3,22,24,22,36,-99
20/04/2021,-99,-99,-99,-99,-99,48,-99
20/04/2021,-99,-99,-99,-99,-99,26,-99
20/04/2021,-99,-99,-99,-99,-99,20,-99
20/04/2021,0.13,1,13,14,-99,20,1
20/04/2021,0.31,11,26,37,-99,32,1
20/04/2021,0.78,58,34,92,-99,34,2
20/04/2021,1.25,113,33,146,-99,92,4
20/04/2021,1.72,142,38,179,-99,106,4
20/04/2021,1.12,65,51,115,-99,63,6
20/04/2021,0.81,37,60,97,-99,61,6
20/04/2021,0.66,16,55,71,-99,51,3
20/04/2021,0.4,9,32,41,-99,15,2
20/04/2021,0.38,6,27,33,-99,43,2
20/04/2021,0.3,2,21,23,-99,-99,2
20/04/2021,-99,-99,-99,-99,-99,-99,-99
20/04/2021,-99,2,16,18,-99,-99,2
20/04/2021,-99,-99,-99,-99,-99,82,-99
20/04/2021,0.22,1,13,15,63,80,2
20/04/2021,0.3,3,16,19,48,75,2
20/04/2021,0.22,4,17,21,41,60,2
20/04/2021,0.25,1,14,15,48,59,2
20/04/2021,0.41,4,22,26,43,60,2
20/04/2021,0.4,2,22,23,40,62,2
20/04/2021,0.36,1,15,15,40,96,28
21/04/2021,0.38,2,16,18,35,47,17
21/04/2021,0.53,1,19,20,25,81,4
21/04/2021,0.54,2,18,20,20,84,2
21/04/2021,0.46,2,18,20,19,69,2
21/04/2021,0.63,15,32,47,8,78,2
21/04/2021,1.08,74,41,115,6,86,3
21/04/2021,1.5,111,37,148,4,128,4
21/04/2021,1.81,123,39,163,5,180,6
21/04/2021,0.92,51,46,97,10,126,17
21/04/2021,0.78,45,55,100,16,81,27
21/04/2021,0.83,30,62,93,31,93,19
21/04/2021,0.56,10,44,54,58,93,23
21/04/2021,0.53,5,39,45,76,79,20
21/04/2021,0.53,2,33,35,112,79,9
21/04/2021,0.56,1,30,31,124,92,7
21/04/2021,0.51,1,24,25,137,102,7
21/04/2021,0.5,1,24,25,129,97,6
21/04/2021,0.52,1,28,29,96,98,3
21/04/2021,0.37,3,27,30,46,241,2
21/04/2021,0.17,1,14,16,35,150,2
21/04/2021,0.12,1,13,14,34,45,2
21/04/2021,0.14,1,15,16,32,40,2
21/04/2021,0.09,0,12,13,33,33,1
21/04/2021,0.06,0,11,11,31,28,2
22/04/2021,0.1,1,15,16,22,22,2
22/04/2021,0.16,2,17,19,19,11,2
22/04/2021,0.24,2,17,19,16,40,2
22/04/2021,0.29,3,19,22,12,36,2
22/04/2021,0.42,11,27,38,6,49,2
22/04/2021,0.83,50,30,80,5,63,2
22/04/2021,1.27,100,34,134,4,95,3
22/04/2021,1.57,114,38,151,4,121,5
22/04/2021,0.92,49,46,95,9,99,8
22/04/2021,0.92,43,64,107,18,61,7
22/04/2021,0.77,18,61,78,45,57,5
22/04/2021,0.61,8,49,57,70,61,4
22/04/2021,0.48,4,34,38,88,61,4
22/04/2021,0.45,2,30,32,116,74,5
22/04/2021,0.43,1,24,25,143,78,4
22/04/2021,0.45,0,23,23,145,98,4
22/04/2021,0.48,1,25,25,109,93,3
22/04/2021,0.32,2,19,20,65,80,3
22/04/2021,0.25,1,16,17,59,70,2
22/04/2021,0.33,1,17,19,53,55,2
22/04/2021,0.48,5,28,32,40,68,2
22/04/2021,0.83,10,49,59,20,77,3
22/04/2021,0.64,8,36,43,27,70,3
22/04/2021,0.42,2,27,29,31,52,2
23/04/2021,0.28,1,20,21,36,57,2
23/04/2021,0.28,1,14,15,40,50,2
23/04/2021,0.2,0,10,11,38,45,2
23/04/2021,0.34,1,20,21,28,53,2
23/04/2021,0.48,12,32,43,13,62,2
23/04/2021,0.72,26,38,65,8,65,2
23/04/2021,1.43,89,47,135,4,109,3
23/04/2021,1.28,63,49,112,6,99,3
23/04/2021,1.47,93,67,160,7,106,5
23/04/2021,1.11,41,70,111,22,99,4
23/04/2021,0.66,10,44,53,56,73,4
23/04/2021,0.49,4,30,35,80,68,4
23/04/2021,0.43,3,26,29,93,57,3
23/04/2021,0.48,2,27,29,119,78,3
23/04/2021,0.45,2,25,26,121,69,3
23/04/2021,0.46,2,22,24,91,87,5
23/04/2021,0.25,1,13,14,71,70,6
23/04/2021,0.18,1,12,14,61,40,4
23/04/2021,0.26,2,17,19,55,89,2
23/04/2021,0.23,1,16,17,50,75,2
23/04/2021,0.29,4,19,23,50,76,2
23/04/2021,0.58,4,33,37,34,82,2
23/04/2021,0.61,6,35,41,28,60,2
23/04/2021,0.71,11,44,55,15,71,2
24/04/2021,0.51,2,28,30,24,71,2
24/04/2021,0.62,2,31,33,21,54,2
24/04/2021,0.4,2,25,27,21,54,2
24/04/2021,0.22,1,17,18,28,39,2
24/04/2021,0.43,10,33,43,10,54,2
24/04/2021,0.67,31,39,70,7,58,2
24/04/2021,1.32,98,43,140,4,96,3
24/04/2021,1.14,68,46,114,5,107,3
24/04/2021,0.67,24,37,61,25,67,3
24/04/2021,0.52,13,35,47,38,62,9
24/04/2021,0.33,5,23,28,56,57,5
24/04/2021,0.32,3,21,24,72,59,5
24/04/2021,0.33,2,21,24,86,64,6
24/04/2021,0.34,2,19,20,98,72,5
24/04/2021,0.43,1,21,22,119,74,4
24/04/2021,0.43,1,20,21,138,83,4
24/04/2021,0.49,0,23,24,142,90,4
24/04/2021,0.55,0,26,27,110,123,4
24/04/2021,0.4,1,20,21,82,266,3
24/04/2021,0.43,1,20,21,67,27,2
24/04/2021,0.1,0,8,8,56,57,2
24/04/2021,0.1,0,7,7,55,39,2
24/04/2021,0.13,0,8,8,43,36,2
24/04/2021,0.08,0,8,8,40,45,2
25/04/2021,0.07,0,7,7,41,38,2
25/04/2021,0.06,0,7,7,35,35,2
25/04/2021,0.12,1,10,11,28,23,2
25/04/2021,0.14,2,10,12,27,28,2
25/04/2021,0.22,3,13,16,22,30,2
25/04/2021,0.36,12,24,36,12,48,2
25/04/2021,0.65,23,32,54,6,61,2
25/04/2021,0.63,20,28,47,15,96,3
25/04/2021,0.21,4,13,17,32,104,6
25/04/2021,0.25,4,13,17,44,63,7
25/04/2021,0.33,6,20,26,54,65,6
25/04/2021,0.38,4,23,26,78,29,5
25/04/2021,0.38,1,17,18,102,16,3
25/04/2021,0.26,1,14,16,101,41,3
25/04/2021,0.35,1,16,17,127,67,4
25/04/2021,0.32,1,16,17,119,76,7
25/04/2021,0.32,0,17,18,103,78,5
25/04/2021,0.31,1,19,21,59,175,4
25/04/2021,0.14,1,13,13,51,85,2
25/04/2021,0.07,0,6,6,55,19,2
25/04/2021,0.17,1,12,13,47,61,2
25/04/2021,0.07,0,7,7,49,35,2
25/04/2021,0.05,0,7,8,46,23,2
25/04/2021,0.13,1,13,14,35,23,2
26/04/2021,-99,-99,-99,-99,-99,25,-99
26/04/2021,-99,-99,-99,-99,-99,16,-99
26/04/2021,-99,-99,-99,-99,-99,25,-99
26/04/2021,0.2,4,13,17,24,28,2
26/04/2021,0.4,8,25,32,14,40,2
26/04/2021,0.78,43,37,81,4,49,3
26/04/2021,1,62,37,99,5,77,3
26/04/2021,1.34,87,39,126,5,114,4
26/04/2021,1.17,55,56,111,10,92,4
26/04/2021,1.12,41,74,115,21,110,4
26/04/2021,0.69,19,52,71,43,59,5
26/04/2021,0.35,3,20,23,79,53,3
26/04/2021,0.32,2,22,24,96,48,4
26/04/2021,0.31,1,18,20,113,56,4
26/04/2021,0.43,2,28,29,123,62,5
26/04/2021,0.37,1,21,22,112,56,4
26/04/2021,0.27,0,14,14,101,88,4
26/04/2021,0.26,0,16,16,83,59,3
26/04/2021,0.47,1,30,32,70,81,3
26/04/2021,0.34,2,31,33,39,192,2
26/04/2021,0.16,1,18,19,47,119,2
26/04/2021,0.12,0,12,12,51,34,2
26/04/2021,0.09,0,12,13,46,24,1
26/04/2021,0.09,0,12,12,44,25,2
27/04/2021,0.09,0,10,11,40,25,1
27/04/2021,0.15,1,15,16,29,35,2
27/04/2021,0.1,1,15,16,27,28,2
27/04/2021,0.09,1,15,16,25,19,1
27/04/2021,0.43,15,31,47,10,24,2
27/04/2021,0.59,33,39,73,5,44,2
27/04/2021,1.04,79,42,121,4,107,3
27/04/2021,1.38,102,44,146,4,134,4
27/04/2021,0.71,30,47,77,16,76,3
27/04/2021,0.66,19,49,68,33,81,4
27/04/2021,0.74,18,62,80,46,81,5
27/04/2021,0.4,7,32,39,72,39,4
27/04/2021,0.25,2,18,20,94,37,4
27/04/2021,0.31,1,18,19,121,56,3
27/04/2021,0.36,2,22,24,116,48,3
27/04/2021,0.49,2,33,35,96,77,4
27/04/2021,0.46,2,30,31,95,68,4
27/04/2021,0.48,7,38,45,83,80,4
27/04/2021,1.31,18,89,107,32,100,4
27/04/2021,0.98,6,60,65,56,121,3
27/04/2021,0.52,2,31,33,52,173,2
27/04/2021,0.34,1,23,24,48,52,3
27/04/2021,0.22,0,18,18,42,59,2
27/04/2021,0.23,2,14,15,38,60,2
28/04/2021,0.17,2,15,17,38,43,2
28/04/2021,0.22,1,13,14,35,52,2
28/04/2021,0.21,1,15,15,31,38,2
28/04/2021,0.25,2,16,18,28,48,2
28/04/2021,0.37,7,25,32,18,48,2
28/04/2021,0.95,65,38,103,8,56,3
28/04/2021,1.21,78,43,121,6,82,3
28/04/2021,1.35,86,45,131,6,131,3
28/04/2021,1.18,49,61,110,12,112,4
28/04/2021,0.82,25,55,81,39,53,7
28/04/2021,0.55,8,37,45,59,50,3
28/04/2021,0.55,6,40,46,78,72,4
28/04/2021,0.45,3,31,34,101,57,4
28/04/2021,0.35,2,20,22,107,45,3
28/04/2021,0.37,1,21,22,122,53,4
28/04/2021,0.44,1,25,27,127,62,4
28/04/2021,0.37,1,22,23,86,100,2
28/04/2021,0.4,1,22,24,60,109,2
28/04/2021,0.32,1,19,20,66,142,4
28/04/2021,0.19,1,21,22,45,161,2
28/04/2021,0.17,1,16,18,36,-99,1
28/04/2021,-99,-99,-99,-99,-99,-99,-99
28/04/2021,0.02,0,6,6,49,-99,1
28/04/2021,0.09,1,11,12,34,13,1
29/04/2021,0.13,2,18,20,25,13,1
29/04/2021,0.14,3,20,23,20,3,1
29/04/2021,0.13,3,21,24,11,14,1
29/04/2021,0.25,7,18,25,7,19,1
