FECHA,CO,NO,NO2,NOX,O3,PM10,SO2
07/01/2021,0.55,2,31,33,79,61,5
07/01/2021,0.5,5,33,37,68,54,4
07/01/2021,0.69,15,34,49,25,33,2
07/01/2021,0.52,14,34,48,29,76,31
07/01/2021,0.27,0,26,26,31,67,78
07/01/2021,0.18,0,15,15,37,36,55
07/01/2021,0.27,1,18,19,31,36,36
07/01/2021,0.41,7,27,34,19,31,18
08/01/2021,-99,-99,-99,-99,-99,32,-99
08/01/2021,-99,-99,-99,-99,-99,27,-99
08/01/2021,-99,-99,-99,-99,-99,23,-99
08/01/2021,0.15,1,12,13,20,18,6
08/01/2021,0.19,2,14,16,15,21,3
08/01/2021,0.4,21,22,43,8,17,3
08/01/2021,0.62,45,25,70,3,25,2
08/01/2021,1.06,75,30,104,2,48,3
08/01/2021,1.55,112,33,146,3,67,9
08/01/2021,1.26,70,46,116,7,57,8
08/01/2021,0.71,27,40,67,24,32,14
08/01/2021,0.38,7,24,32,49,35,9
08/01/2021,0.34,5,20,24,59,20,5
08/01/2021,0.28,2,18,19,72,27,4
08/01/2021,0.3,1,19,20,81,31,4
08/01/2021,0.3,1,20,21,82,24,4
08/01/2021,0.44,3,29,31,73,61,4
08/01/2021,0.68,6,40,46,43,56,3
08/01/2021,0.55,4,34,38,44,130,3
08/01/2021,0.57,8,32,40,23,69,2
08/01/2021,0.72,20,32,52,8,15,2
08/01/2021,0.54,13,26,39,11,8,2
08/01/2021,0.61,23,27,50,7,20,2
08/01/2021,0.35,8,19,27,11,-99,1
09/01/2021,0.3,3,16,19,12,13,1
09/01/2021,0.3,6,15,21,9,13,1
09/01/2021,0.25,2,13,15,10,12,1
09/01/2021,0.25,3,14,17,6,14,1
09/01/2021,0.22,5,13,18,5,11,1
09/01/2021,0.24,11,16,27,4,9,1
09/01/2021,0.5,48,17,65,2,15,1
09/01/2021,0.96,77,18,95,2,67,2
09/01/2021,0.8,60,25,85,3,21,2
09/01/2021,1.24,85,29,115,4,54,3
09/01/2021,0.56,20,31,52,23,27,4
09/01/2021,0.41,12,27,39,35,26,3
09/01/2021,0.46,7,31,38,55,26,3
09/01/2021,0.46,5,29,34,63,27,2
09/01/2021,0.18,3,13,16,47,18,1
09/01/2021,0.09,1,6,7,40,25,1
09/01/2021,0.12,1,8,10,38,16,1
09/01/2021,0.21,2,11,13,33,23,1
09/01/2021,0.38,12,21,33,20,25,1
09/01/2021,0.42,10,19,28,18,26,1
09/01/2021,0.46,8,21,29,14,26,1
09/01/2021,0.4,7,24,31,11,18,1
09/01/2021,0.46,12,22,34,10,17,1
09/01/2021,0.49,9,23,32,8,17,1
10/01/2021,0.28,4,18,22,11,14,1
10/01/2021,0.26,2,17,19,9,12,1
10/01/2021,0.2,0,13,13,10,13,1
10/01/2021,0.23,1,13,14,9,-99,1
10/01/2021,0.16,1,10,11,9,6,1
10/01/2021,0.26,9,14,23,4,12,1
10/01/2021,0.36,20,17,37,4,16,1
10/01/2021,0.63,36,19,56,2,15,1
10/01/2021,1.15,84,21,105,3,42,2
10/01/2021,0.59,27,22,49,14,3,2
10/01/2021,0.22,8,14,21,28,-99,1
10/01/2021,0.05,1,4,5,36,-99,1
10/01/2021,0.05,1,4,5,38,-99,1
10/01/2021,0.05,1,3,4,39,1,1
10/01/2021,0.05,1,3,4,41,7,0
10/01/2021,0.06,1,5,6,41,17,0
10/01/2021,0.07,1,4,5,41,23,1
10/01/2021,0.03,0,3,3,40,17,0
10/01/2021,0.09,1,6,7,34,19,0
10/01/2021,0.38,13,21,34,19,32,1
10/01/2021,0.32,7,19,25,17,36,1
10/01/2021,0.4,9,23,32,10,25,1
10/01/2021,0.33,4,18,22,15,19,1
10/01/2021,0.57,15,24,39,5,11,1
11/01/2021,0.27,3,18,20,9,16,1
11/01/2021,0.22,2,14,16,13,5,1
11/01/2021,0.13,0,10,10,16,14,1
11/01/2021,0.1,0,9,9,17,21,1
11/01/2021,0.13,0,10,10,16,27,3
11/01/2021,0.29,17,18,34,6,14,3
11/01/2021,0.69,56,23,79,3,29,3
11/01/2021,1.25,118,25,142,2,34,4
11/01/2021,1.57,135,29,164,3,51,7
11/01/2021,0.79,46,29,75,9,76,14
11/01/2021,0.84,39,38,77,8,56,14
11/01/2021,0.83,43,44,88,15,53,14
11/01/2021,0.72,23,41,64,25,43,7
11/01/2021,0.39,10,21,31,29,22,3
11/01/2021,0.29,9,14,23,28,-99,2
11/01/2021,0.1,3,6,9,35,-99,1
11/01/2021,0.11,3,7,10,34,30,0
11/01/2021,0.1,2,7,9,30,52,1
11/01/2021,0.37,9,20,29,17,45,1
11/01/2021,0.44,10,23,33,13,19,2
11/01/2021,0.41,13,24,37,12,17,1
11/01/2021,0.22,3,16,19,20,13,1
11/01/2021,0.22,2,16,18,20,14,1
11/01/2021,0.37,7,22,29,10,30,1
12/01/2021,0.52,13,30,43,3,12,1
12/01/2021,0.38,5,28,33,3,29,1
12/01/2021,0.27,2,21,23,5,-99,1
12/01/2021,0.19,2,16,17,6,-99,1
12/01/2021,0.2,3,16,18,4,-99,0
12/01/2021,0.29,16,17,33,3,12,0
12/01/2021,0.96,80,20,99,2,29,2
12/01/2021,1.63,141,22,162,2,54,3
12/01/2021,2.07,166,33,199,3,66,4
12/01/2021,0.71,40,29,69,11,12,2
12/01/2021,0.43,18,20,38,24,-99,1
12/01/2021,0.34,12,18,30,31,-99,1
12/01/2021,0.1,3,7,10,37,-99,1
12/01/2021,0.09,2,6,8,36,1,0
12/01/2021,0.1,2,5,7,38,5,0
12/01/2021,0.14,2,7,9,36,27,0
12/01/2021,0.19,3,11,14,34,29,0
12/01/2021,0.21,4,13,17,27,42,1
12/01/2021,0.34,9,20,29,20,37,1
12/01/2021,0.17,2,12,13,28,29,1
12/01/2021,0.37,8,16,24,23,18,1
12/01/2021,0.42,6,22,28,15,15,1
12/01/2021,0.18,5,12,17,27,-99,1
12/01/2021,0.27,1,11,12,23,10,1
13/01/2021,0.36,1,16,17,16,18,1
13/01/2021,0.28,1,19,20,12,15,0
13/01/2021,0.29,3,19,22,6,11,0
13/01/2021,0.2,0,16,16,9,6,0
13/01/2021,0.23,5,18,23,8,12,0
13/01/2021,0.39,16,23,39,3,13,1
13/01/2021,0.52,23,24,47,2,29,1
13/01/2021,1.04,81,24,105,2,41,2
13/01/2021,1.28,92,27,118,5,62,3
13/01/2021,0.5,30,26,56,14,40,5
13/01/2021,0.71,40,41,81,16,46,7
13/01/2021,0.62,21,46,67,30,53,5
13/01/2021,0.67,13,50,63,49,59,4
13/01/2021,0.74,8,51,59,65,57,4
13/01/2021,0.71,6,51,57,64,64,5
13/01/2021,0.68,3,45,48,66,51,4
13/01/2021,0.7,4,47,51,55,48,3
13/01/2021,0.83,11,57,68,30,57,2
13/01/2021,0.87,6,55,61,34,59,2
13/01/2021,0.7,10,42,52,20,36,13
13/01/2021,0.26,1,24,25,21,41,10
13/01/2021,0.24,0,19,19,22,38,16
13/01/2021,0.25,0,18,18,21,38,30
13/01/2021,0.27,1,18,19,18,35,29
14/01/2021,-99,-99,-99,-99,-99,31,-99
14/01/2021,-99,-99,-99,-99,-99,27,-99
14/01/2021,-99,-99,-99,-99,-99,30,-99
14/01/2021,0.27,1,15,16,7,24,5
14/01/2021,0.25,4,18,23,5,28,3
14/01/2021,0.31,20,21,40,3,30,3
14/01/2021,0.77,48,24,73,2,39,4
14/01/2021,1.08,77,28,104,2,57,4
14/01/2021,1.64,122,32,154,3,84,8
14/01/2021,0.96,47,46,93,11,51,11
14/01/2021,1.03,41,58,99,18,75,11
14/01/2021,0.86,19,54,74,37,59,7
14/01/2021,0.54,10,36,46,47,31,5
14/01/2021,0.34,6,22,28,40,2,4
14/01/2021,0.1,2,5,6,33,-99,1
14/01/2021,0.12,1,5,7,32,24,1
14/01/2021,0.17,2,8,10,31,28,1
14/01/2021,0.26,5,13,19,22,40,1
14/01/2021,0.15,1,9,10,22,40,1
14/01/2021,0.31,9,17,26,15,5,2
14/01/2021,0.21,3,16,18,18,33,1
14/01/2021,0.36,7,20,26,13,15,1
14/01/2021,0.74,34,32,66,4,26,2
14/01/2021,0.9,44,36,80,2,53,4
15/01/2021,0.82,36,31,67,2,60,4
15/01/2021,0.6,19,30,49,2,44,5
15/01/2021,0.44,7,29,36,2,40,5
15/01/2021,0.39,7,26,33,2,40,4
15/01/2021,0.43,15,25,40,2,33,4
15/01/2021,0.39,12,27,40,2,13,5
15/01/2021,0.8,64,28,92,2,36,5
15/01/2021,1.3,118,28,146,2,61,6
15/01/2021,1.35,103,33,136,3,68,10
15/01/2021,1.04,68,38,106,8,48,10
15/01/2021,0.79,50,48,98,13,78,11
15/01/2021,0.6,33,43,76,23,57,10
15/01/2021,0.45,10,35,45,43,56,9
15/01/2021,0.48,10,35,45,45,55,7
15/01/2021,0.55,7,43,49,62,70,8
15/01/2021,0.66,3,46,49,72,86,7
15/01/2021,0.57,1,40,42,66,64,7
15/01/2021,0.66,6,49,56,31,216,12
15/01/2021,1.43,36,61,97,7,93,3
15/01/2021,1.09,36,43,79,8,9,2
15/01/2021,1.1,26,40,66,8,-99,4
15/01/2021,0.44,3,27,30,26,-99,9
15/01/2021,0.33,2,21,23,26,39,6
15/01/2021,0.49,3,22,26,16,49,4
16/01/2021,0.48,5,25,30,9,39,2
16/01/2021,0.39,3,20,23,9,32,2
16/01/2021,0.24,1,14,14,17,-99,3
16/01/2021,0.21,1,12,13,15,35,4
16/01/2021,0.17,0,10,10,16,10,2
16/01/2021,0.29,11,18,29,7,19,2
16/01/2021,0.7,56,24,81,2,21,3
16/01/2021,1.21,105,27,132,2,47,4
16/01/2021,1.29,90,26,116,3,68,8
16/01/2021,0.94,52,39,91,10,30,36
16/01/2021,0.86,35,54,89,25,56,61
16/01/2021,0.54,13,39,52,42,60,31
16/01/2021,0.45,8,30,38,51,36,16
16/01/2021,0.37,4,23,28,64,18,6
16/01/2021,0.38,3,23,26,69,40,5
16/01/2021,0.43,4,25,29,61,43,5
16/01/2021,0.47,6,30,36,46,38,4
16/01/2021,0.15,0,10,10,39,46,3
16/01/2021,0.14,1,7,9,28,10,2
16/01/2021,0.69,30,26,56,8,21,3
16/01/2021,0.64,14,32,46,14,87,3
16/01/2021,0.82,18,43,61,8,61,3
16/01/2021,0.74,12,35,47,10,14,2
16/01/2021,0.47,4,24,28,15,10,2
17/01/2021,0.41,1,22,23,14,4,2
17/01/2021,0.45,2,24,27,8,19,2
17/01/2021,0.42,2,26,28,5,20,2
17/01/2021,0.45,2,26,27,4,18,1
17/01/2021,0.4,1,24,26,5,11,1
17/01/2021,0.47,6,26,33,2,17,1
17/01/2021,0.52,13,25,38,2,-99,1
17/01/2021,0.71,30,24,54,2,-99,1
17/01/2021,1,49,27,76,3,-99,2
17/01/2021,0.53,19,20,39,15,-99,2
17/01/2021,0.07,2,5,6,28,-99,1
17/01/2021,0.06,2,4,5,29,-99,1
17/01/2021,0.04,1,3,4,27,-99,1
17/01/2021,0.11,3,5,8,28,7,1
17/01/2021,0.07,2,4,6,31,6,1
17/01/2021,0.07,1,4,5,30,26,1
17/01/2021,0.02,0,2,2,30,11,1
17/01/2021,0.2,4,10,14,22,30,1
17/01/2021,0.42,9,22,31,9,56,1
17/01/2021,0.48,9,23,31,8,-99,1
17/01/2021,0.58,12,24,37,5,10,1
17/01/2021,0.78,25,27,51,2,10,1
17/01/2021,0.7,21,23,44,2,13,1
17/01/2021,0.79,28,22,50,2,15,1
18/01/2021,0.64,18,21,39,2,8,1
18/01/2021,0.39,7,17,24,2,-99,1
18/01/2021,0.3,6,15,22,3,3,1
18/01/2021,0.3,2,15,18,2,6,0
18/01/2021,0.28,2,13,15,3,3,0
18/01/2021,0.29,12,15,27,2,6,1
18/01/2021,0.69,62,16,77,2,11,1
18/01/2021,-99,115,18,134,2,50,2
18/01/2021,-99,143,29,172,2,71,3
18/01/2021,-99,130,56,185,5,60,7
18/01/2021,-99,60,67,127,15,54,5
18/01/2021,-99,-99,-99,-99,-99,-99,-99
18/01/2021,-99,-99,-99,-99,-99,-99,-99
18/01/2021,-99,-99,-99,-99,-99,-99,-99
18/01/2021,0.44,5,30,35,69,52,1
18/01/2021,0.48,4,32,35,78,48,1
18/01/2021,0.51,3,34,37,69,54,1
18/01/2021,0.51,10,34,44,34,42,1
18/01/2021,0.74,22,45,68,11,47,1
18/01/2021,0.93,40,41,81,7,40,1
18/01/2021,0.67,27,37,63,10,51,1
18/01/2021,0.89,41,42,83,3,48,1
18/01/2021,0.65,24,37,61,5,41,1
18/01/2021,0.66,14,35,49,4,49,1
19/01/2021,0.43,9,31,40,4,36,1
19/01/2021,0.39,4,31,35,5,39,1
19/01/2021,0.29,3,27,30,6,29,0
19/01/2021,0.29,4,28,32,4,28,0
19/01/2021,0.37,7,28,35,3,30,0
19/01/2021,0.37,20,25,46,3,26,1
19/01/2021,0.93,74,26,101,2,37,2
19/01/2021,1.44,161,28,189,2,56,3
19/01/2021,1.34,118,33,152,4,59,3
19/01/2021,1.06,60,47,107,11,56,2
19/01/2021,0.91,44,56,100,21,58,2
19/01/2021,0.38,11,32,43,44,34,2
19/01/2021,0.35,6,29,36,61,33,2
19/01/2021,0.37,5,29,35,65,25,1
19/01/2021,0.35,5,28,33,73,28,1
19/01/2021,0.24,3,18,21,66,22,1
19/01/2021,0.3,3,24,27,70,29,1
19/01/2021,0.5,7,36,44,60,40,1
19/01/2021,0.66,8,44,52,32,84,2
19/01/2021,0.49,6,40,46,23,72,1
19/01/2021,0.13,0,18,18,43,60,1
19/01/2021,0.04,0,10,10,48,43,1
19/01/2021,0.04,0,9,9,46,44,2
19/01/2021,0,0,8,8,43,31,3
20/01/2021,-99,-99,-99,-99,-99,31,-99
20/01/2021,-99,-99,-99,-99,-99,26,-99
20/01/2021,-99,-99,-99,-99,-99,35,-99
20/01/2021,0.11,1,11,11,25,32,2
20/01/2021,0.07,3,11,14,28,29,2
20/01/2021,0.28,8,22,30,14,30,1
20/01/2021,0.5,34,29,63,4,36,1
20/01/2021,0.85,65,27,93,3,49,2
20/01/2021,0.87,63,30,93,4,50,6
20/01/2021,0.53,26,27,53,17,56,16
20/01/2021,0.3,14,24,38,24,45,18
20/01/2021,0.22,7,17,24,39,30,10
20/01/2021,0.3,8,23,31,46,35,8
20/01/2021,0.34,8,31,39,52,37,8
20/01/2021,0.36,6,29,35,65,38,6
20/01/2021,0.37,4,28,32,74,40,4
20/01/2021,0.22,3,18,22,53,30,2
20/01/2021,0.26,7,22,29,30,23,2
20/01/2021,0.41,16,27,43,17,32,3
20/01/2021,0.46,18,31,48,10,23,2
20/01/2021,0.5,22,28,50,9,23,2
20/01/2021,0.24,11,18,29,14,35,3
20/01/2021,0.09,0,14,15,14,28,12
20/01/2021,0.17,3,17,19,10,27,13
21/01/2021,0.11,2,15,17,9,24,9
21/01/2021,0.2,4,18,21,3,15,5
21/01/2021,0.08,2,17,18,4,11,4
21/01/2021,0.04,3,13,16,6,15,3
21/01/2021,0.06,3,14,17,5,15,2
21/01/2021,0.2,12,17,28,3,15,1
21/01/2021,0.61,57,18,74,2,20,2
21/01/2021,1,101,19,120,2,41,2
21/01/2021,1.44,133,27,160,3,59,7
21/01/2021,0.98,67,43,110,9,52,7
21/01/2021,1.04,48,65,113,21,63,8
21/01/2021,0.96,26,65,91,38,54,8
21/01/2021,0.77,14,55,69,52,32,4
21/01/2021,0.34,8,27,35,48,-99,2
21/01/2021,0.19,5,18,23,53,-99,1
21/01/2021,0.18,3,18,21,64,10,1
21/01/2021,0.3,3,26,29,69,19,1
21/01/2021,0.54,9,39,48,59,30,1
21/01/2021,1.06,29,59,88,12,45,2
21/01/2021,1.07,42,59,101,6,69,2
21/01/2021,0.79,23,46,69,12,59,2
21/01/2021,0.66,25,36,61,12,45,3
21/01/2021,1,41,41,82,6,48,3
21/01/2021,0.58,14,37,51,8,43,3
22/01/2021,0.39,5,32,36,11,38,3
22/01/2021,0.22,2,23,25,16,33,2
22/01/2021,0.07,1,14,15,21,28,2
22/01/2021,0.09,1,15,15,19,27,2
22/01/2021,0.13,1,15,16,18,24,1
22/01/2021,0.16,8,22,30,12,26,1
22/01/2021,0.75,57,32,89,3,42,2
22/01/2021,1.56,153,36,190,3,68,4
22/01/2021,1.54,132,37,169,4,84,6
22/01/2021,1.01,49,47,96,12,54,3
22/01/2021,0.67,29,41,70,27,40,4
22/01/2021,0.26,8,20,29,42,17,2
22/01/2021,0.16,5,16,20,55,7,2
22/01/2021,0.23,5,21,26,66,13,4
22/01/2021,0.19,3,17,20,76,12,3
22/01/2021,0.27,2,19,21,85,22,2
22/01/2021,0.36,2,23,25,90,33,3
22/01/2021,0.62,7,46,52,78,44,3
22/01/2021,1.36,23,82,105,36,72,3
22/01/2021,0.94,21,56,78,27,74,3
22/01/2021,0.31,2,22,24,48,55,3
22/01/2021,0.34,2,25,27,39,55,3
22/01/2021,0.34,5,23,28,31,57,3
22/01/2021,0.39,3,26,29,25,41,2
23/01/2021,0.44,6,35,40,13,40,2
23/01/2021,0.31,5,27,32,17,37,2
23/01/2021,0.2,2,21,22,19,36,1
23/01/2021,0.19,1,20,21,18,34,1
23/01/2021,0.16,1,19,21,17,32,1
23/01/2021,0.32,9,28,38,8,33,1
23/01/2021,0.65,49,33,82,4,38,2
23/01/2021,1.04,85,37,122,2,60,2
23/01/2021,1.14,85,40,125,5,75,3
23/01/2021,0.85,39,47,86,14,55,3
23/01/2021,0.61,19,43,62,31,52,3
23/01/2021,0.37,8,29,37,50,31,3
23/01/2021,0.25,5,21,27,58,25,3
23/01/2021,0.3,6,28,34,66,37,4
23/01/2021,0.29,4,25,29,70,30,3
23/01/2021,0.38,3,29,32,84,45,3
23/01/2021,0.31,1,23,24,93,44,2
23/01/2021,0.32,2,24,26,88,41,2
23/01/2021,0.72,7,51,58,59,48,2
23/01/2021,0.66,8,41,49,40,54,2
23/01/2021,0.5,8,32,40,26,31,1
23/01/2021,0.95,19,54,73,5,47,2
23/01/2021,0.61,9,38,47,18,47,1
23/01/2021,0.61,5,36,41,17,44,1
24/01/2021,0.7,9,45,53,8,53,1
24/01/2021,0.44,3,29,32,18,42,1
24/01/2021,0.3,1,23,24,23,36,1
24/01/2021,0.26,1,17,18,24,34,2
24/01/2021,0.24,1,19,20,21,34,1
24/01/2021,0.27,2,23,25,14,31,1
24/01/2021,0.42,12,28,41,10,32,1
24/01/2021,0.71,35,32,67,6,41,2
24/01/2021,1.08,62,41,103,5,61,3
24/01/2021,0.95,31,41,73,16,46,3
24/01/2021,0.47,13,36,49,33,40,4
24/01/2021,0.32,5,24,29,58,34,3
24/01/2021,0.45,5,31,36,65,41,3
24/01/2021,0.4,4,29,33,69,34,3
24/01/2021,0.36,3,25,28,67,28,3
24/01/2021,0.49,3,29,32,74,42,3
24/01/2021,0.4,2,23,26,75,44,2
24/01/2021,0.34,3,24,27,48,30,1
24/01/2021,0.56,14,39,53,18,41,1
24/01/2021,0.83,24,43,67,11,59,1
24/01/2021,0.47,9,30,38,29,56,1
24/01/2021,0.57,5,31,37,20,46,1
24/01/2021,0.75,11,40,51,10,51,1
24/01/2021,0.61,6,38,44,9,39,1
25/01/2021,0.52,3,33,36,11,40,1
25/01/2021,0.28,1,20,21,17,22,1
25/01/2021,0.25,1,18,19,18,24,1
25/01/2021,0.21,0,19,20,14,26,0
25/01/2021,0.17,1,15,16,14,20,0
25/01/2021,0.29,8,23,31,8,24,1
25/01/2021,0.7,49,33,82,2,37,1
25/01/2021,1.1,95,32,127,3,50,2
25/01/2021,1.17,76,38,114,6,53,3
25/01/2021,0.93,55,50,105,12,60,6
25/01/2021,0.79,32,58,90,25,58,5
25/01/2021,0.82,20,60,80,43,44,5
25/01/2021,0.57,10,42,52,57,27,1
25/01/2021,0.25,5,23,28,58,7,1
25/01/2021,0.04,2,8,9,53,16,0
25/01/2021,0.11,1,9,10,67,46,1
25/01/2021,0.15,2,14,16,64,49,1
25/01/2021,0.13,2,14,16,46,47,0
25/01/2021,0.09,2,10,12,40,45,0
25/01/2021,0.14,5,12,17,29,49,1
25/01/2021,0.38,13,27,40,17,49,1
25/01/2021,0.51,14,32,46,10,43,1
25/01/2021,0.31,9,27,35,13,35,1
25/01/2021,0.54,13,34,46,4,35,1
26/01/2021,-99,-99,-99,-99,-99,30,-99
26/01/2021,-99,-99,-99,-99,-99,18,-99
