FECHA,CO,NO,NO2,NOX,O3,SO2,PM10
26/01/2010,0.8,1,25,25,15,4,26
26/01/2010,0.9,13,32,44,9,4,27
26/01/2010,2.2,98,40,137,1,6,52
26/01/2010,4.1,247,41,288,2,9,128
26/01/2010,4.2,205,49,254,3,11,131
26/01/2010,3.1,102,68,170,12,11,82
26/01/2010,2.6,52,89,142,30,12,87
26/01/2010,2.2,25,76,101,52,9,65
26/01/2010,-99,-99,-99,-99,-99,-99,42
26/01/2010,-99,-99,-99,-99,-99,-99,53
26/01/2010,-99,-99,-99,-99,-99,-99,56
26/01/2010,1.5,3,42,44,129,7,60
26/01/2010,1.4,2,40,42,127,7,56
26/01/2010,2.0,14,79,93,81,8,70
26/01/2010,2.1,18,76,94,23,7,89
26/01/2010,1.5,2,54,62,26,10,65
26/01/2010,1.0,0,35,34,45,46,88
26/01/2010,0.9,0,32,31,38,70,61
26/01/2010,1.2,15,43,57,20,69,50
26/01/2010,1.2,6,45,51,16,32,53
27/01/2010,1.1,5,40,44,15,13,48
27/01/2010,1.0,1,31,32,19,9,48
27/01/2010,0.9,2,28,29,18,6,40
27/01/2010,0.9,0,30,29,13,5,41
27/01/2010,0.9,1,29,29,11,5,36
27/01/2010,1.3,21,37,58,3,3,44
27/01/2010,2.1,85,35,120,2,5,55
27/01/2010,4.0,206,38,244,2,7,96
27/01/2010,3.8,181,46,227,3,11,111
27/01/2010,4.0,147,98,246,8,33,130
27/01/2010,3.5,81,119,200,23,30,124
27/01/2010,2.3,29,82,111,48,18,70
27/01/2010,1.6,14,42,57,56,7,37
27/01/2010,1.4,10,41,51,72,5,32
27/01/2010,1.3,3,35,38,97,4,33
27/01/2010,1.3,5,37,42,87,4,34
27/01/2010,1.3,15,33,48,33,3,63
27/01/2010,0.9,7,23,30,34,3,50
27/01/2010,1.0,14,28,41,23,3,48
27/01/2010,1.3,17,36,53,16,3,47
27/01/2010,1.5,27,42,69,13,4,51
27/01/2010,1.1,18,32,50,21,14,39
27/01/2010,1.7,35,44,79,6,5,45
27/01/2010,1.6,29,44,72,4,4,39
28/01/2010,1.1,8,32,40,11,4,29
28/01/2010,1.0,3,29,32,10,3,29
28/01/2010,0.8,2,24,26,11,3,23
28/01/2010,0.8,0,22,21,11,2,24
28/01/2010,0.8,1,20,20,11,3,29
28/01/2010,1.1,23,30,53,2,3,35
28/01/2010,2.1,101,32,133,1,4,56
28/01/2010,4.0,228,30,257,1,7,99
28/01/2010,3.3,139,41,180,3,9,106
28/01/2010,2.9,92,63,155,9,12,82
28/01/2010,2.3,47,67,115,23,7,63
28/01/2010,2.3,31,74,105,40,6,60
28/01/2010,1.3,13,34,47,56,5,27
28/01/2010,1.4,10,39,49,60,4,35
28/01/2010,1.2,3,33,36,68,3,34
28/01/2010,0.9,7,24,31,39,3,37
28/01/2010,0.9,6,20,25,34,3,32
28/01/2010,1.4,22,39,61,17,4,45
28/01/2010,1.3,18,39,57,11,3,44
28/01/2010,2.3,66,48,115,3,5,62
28/01/2010,2.4,76,47,123,2,5,63
28/01/2010,2.0,61,46,107,5,4,52
28/01/2010,2.0,65,44,108,3,4,43
28/01/2010,1.7,43,37,80,4,3,22
29/01/2010,0.8,4,20,23,16,2,10
29/01/2010,1.0,2,26,27,7,2,19
29/01/2010,0.8,2,24,26,6,2,18
29/01/2010,1.0,5,32,37,2,2,26
29/01/2010,1.0,5,31,36,3,3,21
29/01/2010,1.8,61,37,98,1,5,62
29/01/2010,3.7,186,44,230,1,10,78
29/01/2010,5.7,344,45,389,1,11,109
29/01/2010,4.9,266,48,314,1,11,97
29/01/2010,3.0,105,48,153,4,8,59
29/01/2010,2.5,72,49,120,7,8,44
29/01/2010,1.7,38,39,76,17,4,23
29/01/2010,1.7,28,42,69,25,3,25
29/01/2010,1.4,17,34,50,31,3,21
29/01/2010,1.4,15,36,51,35,3,26
29/01/2010,1.7,22,43,65,26,3,42
29/01/2010,1.8,36,46,82,14,5,55
29/01/2010,1.8,27,47,75,13,4,55
29/01/2010,1.8,50,38,88,6,4,57
29/01/2010,1.5,47,34,80,3,3,41
29/01/2010,1.9,74,33,108,1,4,37
29/01/2010,2.2,85,31,115,3,4,29
29/01/2010,1.9,70,32,101,2,4,31
29/01/2010,1.3,26,26,52,3,3,20
30/01/2010,1.5,40,30,70,1,3,26
30/01/2010,1.5,40,28,68,1,3,26
30/01/2010,1.3,35,26,61,1,3,29
30/01/2010,1.3,27,29,56,1,3,33
30/01/2010,1.2,27,29,56,0,3,30
30/01/2010,1.5,50,30,80,1,4,39
30/01/2010,2.1,96,30,126,1,5,49
30/01/2010,3.2,143,29,171,1,6,64
30/01/2010,3.3,150,34,184,1,6,69
30/01/2010,1.3,32,26,57,9,4,28
30/01/2010,0.7,7,13,19,21,3,10
30/01/2010,0.8,8,11,19,25,3,22
30/01/2010,0.7,10,14,23,23,2,6
30/01/2010,1.3,20,29,49,18,3,23
30/01/2010,1.0,12,17,30,19,2,23
30/01/2010,1.2,13,26,40,14,3,39
30/01/2010,1.3,19,30,49,12,3,26
30/01/2010,1.5,25,33,58,8,4,22
30/01/2010,1.5,30,36,66,4,3,14
30/01/2010,1.9,52,37,89,1,3,21
30/01/2010,2.6,101,38,139,1,4,22
30/01/2010,2.5,77,38,115,1,4,31
30/01/2010,1.7,33,36,69,0,3,30
30/01/2010,1.7,34,33,68,0,3,28
31/01/2010,1.9,53,31,83,0,3,20
31/01/2010,2.2,68,28,95,0,3,23
31/01/2010,2.0,63,22,85,1,3,13
31/01/2010,1.2,27,17,44,1,2,-99
31/01/2010,1.1,18,16,35,1,2,3
31/01/2010,1.1,13,17,30,1,2,5
31/01/2010,1.1,17,16,33,1,2,5
31/01/2010,1.8,56,15,70,1,2,17
31/01/2010,2.3,91,20,111,3,3,30
31/01/2010,2.0,48,34,81,7,4,28
31/01/2010,2.2,41,53,93,13,6,38
31/01/2010,2.1,34,56,90,28,5,43
31/01/2010,1.9,21,59,81,25,5,29
31/01/2010,1.0,13,20,33,24,4,2
31/01/2010,0.7,7,8,15,24,2,18
31/01/2010,0.6,4,7,11,26,2,10
31/01/2010,0.7,4,7,10,27,2,9
31/01/2010,0.7,5,9,14,25,2,7
31/01/2010,0.9,11,18,29,15,2,10
31/01/2010,1.5,33,31,64,4,3,20
31/01/2010,1.3,17,26,43,12,3,19
31/01/2010,1.4,27,35,61,5,3,21
31/01/2010,1.7,39,36,76,1,3,22
31/01/2010,1.3,21,32,52,3,3,20
01/02/2010,1.2,13,27,40,3,2,23
01/02/2010,0.8,4,19,24,5,2,11
01/02/2010,0.9,5,23,27,2,2,8
01/02/2010,0.9,5,25,30,1,2,6
01/02/2010,0.8,3,23,26,2,2,6
01/02/2010,0.9,8,23,30,3,2,17
01/02/2010,1.5,40,23,64,1,3,14
01/02/2010,1.9,70,27,98,1,4,15
01/02/2010,1.4,41,23,64,7,4,14
01/02/2010,1.1,20,17,37,14,3,13
01/02/2010,1.2,26,22,48,15,10,19
01/02/2010,0.8,5,13,18,19,3,12
01/02/2010,1.2,21,20,42,9,6,35
01/02/2010,1.0,13,15,28,21,7,9
01/02/2010,1.1,15,23,38,21,6,14
01/02/2010,1.1,18,24,42,17,5,24
01/02/2010,1.1,16,28,43,12,8,23
01/02/2010,1.1,17,27,43,6,10,31
01/02/2010,2.1,63,30,93,0,5,25
01/02/2010,2.5,87,27,114,0,4,27
01/02/2010,2.6,94,26,120,0,4,27
01/02/2010,2.6,98,25,124,0,4,20
01/02/2010,2.1,64,24,88,0,3,22
01/02/2010,2.0,58,24,82,0,3,24
02/02/2010,1.6,36,22,58,0,3,20
02/02/2010,1.5,29,22,51,0,2,21
02/02/2010,1.2,21,23,43,0,3,20
02/02/2010,1.2,17,19,36,0,2,25
02/02/2010,1.2,21,19,41,0,3,13
02/02/2010,1.3,41,19,61,0,3,20
02/02/2010,2.9,148,17,165,1,5,35
02/02/2010,4.5,203,21,224,1,6,54
02/02/2010,4.0,185,22,206,1,6,63
02/02/2010,3.8,164,36,199,2,10,61
02/02/2010,3.4,119,50,169,3,18,66
02/02/2010,3.9,118,80,198,8,22,81
02/02/2010,3.8,74,114,188,17,21,91
02/02/2010,1.6,22,33,54,21,7,-99
02/02/2010,1.2,16,21,37,21,4,9
02/02/2010,1.2,24,23,47,16,4,21
02/02/2010,1.4,26,27,53,11,4,28
02/02/2010,1.5,30,31,61,5,4,27
02/02/2010,1.8,51,29,80,2,5,19
02/02/2010,1.9,54,29,83,2,5,29
02/02/2010,2.4,81,29,110,1,5,28
02/02/2010,3.3,142,28,169,1,6,38
02/02/2010,2.5,94,26,120,1,5,36
02/02/2010,1.3,23,21,44,1,3,8
03/02/2010,1.7,46,24,69,0,3,19
03/02/2010,1.3,26,23,50,0,3,6
03/02/2010,0.7,1,17,18,6,2,-99
03/02/2010,0.5,0,6,5,18,3,-99
03/02/2010,0.5,0,7,6,20,7,-99
03/02/2010,0.8,8,16,25,11,4,11
03/02/2010,1.8,62,25,87,2,4,17
03/02/2010,3.1,116,27,143,1,5,27
03/02/2010,1.8,55,27,82,3,4,24
03/02/2010,2.0,67,25,90,3,4,33
03/02/2010,1.9,53,25,78,6,4,24
03/02/2010,1.5,41,22,64,7,3,20
03/02/2010,1.6,32,24,56,6,3,11
03/02/2010,2.2,49,29,78,5,4,16
03/02/2010,1.3,21,22,42,10,3,-99
03/02/2010,1.3,26,19,46,9,3,3
03/02/2010,1.2,21,20,41,6,3,16
03/02/2010,1.8,57,22,78,2,3,25
03/02/2010,3.3,141,23,163,1,5,22
03/02/2010,2.7,93,26,119,1,4,13
03/02/2010,2.2,75,27,102,1,4,19
03/02/2010,2.6,96,29,126,1,4,17
03/02/2010,1.6,45,25,69,2,3,15
03/02/2010,-99,-99,-99,-99,-99,-99,-99
04/02/2010,1.3,27,25,53,0,2,-99
04/02/2010,0.9,13,17,30,9,2,-99
04/02/2010,0.5,1,5,5,17,2,8
04/02/2010,0.9,7,22,29,2,2,9
04/02/2010,0.9,9,25,34,1,2,7
04/02/2010,1.2,40,25,64,0,2,12
04/02/2010,1.9,81,28,108,-99,3,12
04/02/2010,3.2,144,27,171,1,4,22
04/02/2010,3.7,125,27,153,2,4,19
04/02/2010,2.9,85,27,112,2,3,16
04/02/2010,2.8,95,29,124,2,4,20
04/02/2010,2.6,82,30,112,2,4,14
04/02/2010,1.6,40,23,63,4,3,-99
04/02/2010,2.1,61,23,84,7,4,5
04/02/2010,2.4,63,35,98,5,4,24
04/02/2010,1.8,37,25,62,7,4,4
04/02/2010,1.1,20,14,34,8,3,-99
04/02/2010,1.0,17,14,31,7,2,-99
04/02/2010,1.2,25,14,39,6,3,-99
04/02/2010,1.1,23,15,38,5,2,-99
04/02/2010,2.1,78,17,94,3,3,9
04/02/2010,2.4,88,19,107,1,4,1
04/02/2010,1.2,26,18,44,7,3,2
04/02/2010,0.7,3,10,13,18,2,-99
05/02/2010,0.7,6,11,17,17,2,-99
05/02/2010,0.5,0,5,4,30,2,-99
05/02/2010,0.5,0,6,5,28,2,-99
05/02/2010,0.5,0,6,6,30,2,-99
05/02/2010,0.6,1,11,12,24,1,-99
05/02/2010,0.7,12,25,37,14,2,-99
05/02/2010,1.1,19,27,46,14,2,2
05/02/2010,4.3,226,43,271,4,7,43
05/02/2010,5.1,260,59,318,5,9,61
05/02/2010,3.2,128,59,187,8,6,65
05/02/2010,2.0,55,49,104,19,4,34
05/02/2010,1.8,29,46,75,36,3,23
05/02/2010,1.9,24,56,80,48,3,33
05/02/2010,1.8,21,51,72,56,3,27
05/02/2010,1.4,9,31,40,66,3,23
05/02/2010,1.1,3,15,19,61,2,4
05/02/2010,1.0,5,15,20,55,2,7
05/02/2010,1.1,14,20,33,41,2,4
05/02/2010,1.6,32,46,78,21,21,54
05/02/2010,3.4,169,50,218,4,15,51
05/02/2010,3.4,166,42,208,2,7,51
05/02/2010,3.2,159,45,204,2,8,55
05/02/2010,2.5,125,39,164,1,9,49
05/02/2010,1.7,60,37,97,1,4,38
06/02/2010,1.6,51,33,84,1,3,32
06/02/2010,1.3,23,32,55,1,2,-99
06/02/2010,1.3,24,31,56,1,2,-99
06/02/2010,1.3,24,33,57,1,2,-99
06/02/2010,1.1,11,32,44,2,3,-99
06/02/2010,1.7,47,32,79,1,3,25
06/02/2010,2.1,86,31,117,1,4,32
06/02/2010,2.6,112,31,143,2,6,43
06/02/2010,3.1,129,36,165,4,8,58
06/02/2010,2.9,93,65,158,11,9,56
06/02/2010,3.3,84,107,191,25,15,96
06/02/2010,3.5,47,138,185,52,11,104
06/02/2010,2.7,22,91,113,77,7,52
06/02/2010,2.6,15,81,96,93,5,56
06/02/2010,2.5,10,73,82,108,5,53
06/02/2010,1.8,6,42,48,97,4,16
06/02/2010,0.9,3,13,16,53,2,-99
06/02/2010,1.0,4,15,19,48,2,9
06/02/2010,0.9,1,11,11,43,2,-99
06/02/2010,1.2,10,23,33,27,2,-99
06/02/2010,1.1,16,19,35,28,3,47
06/02/2010,2.3,89,47,135,2,5,13
06/02/2010,2.6,100,44,145,2,5,49
06/02/2010,2.6,95,39,134,2,4,50
07/02/2010,1.9,50,36,85,1,3,23
07/02/2010,1.6,28,34,62,2,3,16
07/02/2010,1.4,13,33,46,2,2,-99
07/02/2010,1.3,13,29,42,4,2,-99
07/02/2010,1.1,8,26,35,4,2,-99
07/02/2010,1.1,7,25,32,6,2,-99
07/02/2010,1.5,22,30,52,3,2,-99
07/02/2010,2.1,52,31,83,3,3,23
07/02/2010,1.9,44,31,75,10,3,19
07/02/2010,2.2,52,51,103,18,5,40
07/02/2010,2.4,38,72,110,38,7,53
07/02/2010,2.6,28,82,110,57,5,45
07/02/2010,1.7,13,41,54,62,4,8
07/02/2010,1.0,6,14,20,48,2,14
07/02/2010,0.9,5,11,15,47,2,6
07/02/2010,0.7,4,11,14,49,2,19
07/02/2010,0.7,5,13,18,46,2,13
07/02/2010,0.7,4,12,17,42,2,13
07/02/2010,0.9,9,19,29,31,2,18
07/02/2010,0.8,6,18,24,31,2,-99
07/02/2010,1.0,13,24,37,25,2,10
07/02/2010,1.5,27,38,65,11,3,25
07/02/2010,1.5,16,36,52,12,2,12
07/02/2010,1.4,15,40,55,6,3,25
08/02/2010,1.1,7,36,43,4,3,33
08/02/2010,1.3,19,38,56,0,3,22
08/02/2010,1.2,17,35,52,7,5,-99
08/02/2010,0.8,0,9,8,37,3,-99
08/02/2010,0.8,0,9,9,37,3,-99
08/02/2010,1.0,6,29,35,17,3,21
08/02/2010,1.7,37,39,76,10,4,17
08/02/2010,2.1,54,39,91,13,5,42
08/02/2010,2.6,79,44,123,9,5,40
08/02/2010,2.5,60,49,109,15,4,30
08/02/2010,2.0,42,42,85,24,3,40
08/02/2010,1.4,20,29,49,38,2,4
08/02/2010,1.1,9,15,24,41,2,26
08/02/2010,1.3,18,24,42,32,2,33
08/02/2010,1.3,13,23,36,36,2,28
08/02/2010,0.9,6,13,20,44,2,32
08/02/2010,0.7,6,12,17,44,2,47
08/02/2010,0.8,9,16,25,37,2,34
08/02/2010,1.2,24,26,50,22,2,37
08/02/2010,1.1,20,26,46,20,2,28
08/02/2010,1.4,32,32,64,15,3,27
08/02/2010,1.1,16,28,44,17,2,20
08/02/2010,1.8,49,41,91,5,5,46
08/02/2010,2.0,65,44,109,1,4,45
09/02/2010,2.0,50,41,90,1,4,45
09/02/2010,1.6,32,40,72,1,3,35
09/02/2010,1.4,21,37,58,1,3,28
09/02/2010,1.4,16,36,53,1,3,31
09/02/2010,1.5,22,37,59,1,3,30
09/02/2010,1.7,44,35,79,1,3,38
09/02/2010,2.8,151,35,187,1,5,63
09/02/2010,5.0,259,33,293,2,7,100
09/02/2010,3.6,156,42,199,4,6,78
09/02/2010,1.8,45,41,86,15,4,56
09/02/2010,1.7,27,44,70,29,5,50
09/02/2010,1.6,20,43,63,43,4,44
09/02/2010,1.8,17,59,77,62,5,77
09/02/2010,2.1,13,73,87,91,5,109
09/02/2010,2.3,6,77,83,132,5,104
09/02/2010,2.1,5,71,76,140,5,86
09/02/2010,1.8,3,55,58,133,5,82
09/02/2010,2.0,13,64,77,57,5,77
09/02/2010,2.7,41,76,116,15,6,62
09/02/2010,2.2,32,61,93,6,5,75
09/02/2010,1.3,11,35,46,8,4,62
09/02/2010,1.1,6,34,40,10,30,43
09/02/2010,1.1,8,33,41,9,39,37
09/02/2010,1.5,34,38,71,2,21,43
10/02/2010,1.4,25,36,61,1,13,48
10/02/2010,1.2,8,32,41,1,11,41
10/02/2010,1.2,17,29,46,1,8,41
10/02/2010,1.1,6,28,34,1,5,31
10/02/2010,1.1,9,26,35,1,4,34
10/02/2010,1.3,26,26,52,1,4,46
10/02/2010,2.3,116,32,148,1,7,48
10/02/2010,5.4,287,35,322,1,11,84
10/02/2010,4.1,183,43,226,2,13,90
10/02/2010,3.8,122,72,194,9,12,87
10/02/2010,2.7,59,70,128,20,8,54
10/02/2010,1.4,18,32,50,40,3,-99
10/02/2010,1.0,9,18,27,43,2,7
10/02/2010,0.8,8,12,19,39,2,20
10/02/2010,0.7,4,10,15,49,2,19
10/02/2010,0.7,3,10,14,55,2,13
10/02/2010,0.7,3,13,16,51,2,25
10/02/2010,0.7,1,11,12,41,3,34
10/02/2010,1.0,11,21,31,23,3,31
10/02/2010,1.0,11,21,31,20,3,44
10/02/2010,1.0,14,20,34,15,3,27
10/02/2010,1.1,16,23,39,13,3,-99
10/02/2010,1.2,23,28,51,8,4,33
10/02/2010,1.0,12,26,39,7,2,5
11/02/2010,0.8,6,20,26,12,2,1
11/02/2010,0.8,5,23,27,7,2,13
11/02/2010,0.7,3,21,24,9,3,-99
11/02/2010,0.7,2,19,21,10,2,-99
11/02/2010,0.8,2,19,21,11,3,3
11/02/2010,0.8,2,11,13,23,2,-99
11/02/2010,1.4,35,23,58,11,3,20
11/02/2010,2.6,96,32,128,7,12,49
11/02/2010,2.8,102,33,135,6,15,56
11/02/2010,2.2,68,40,107,11,4,39
11/02/2010,1.7,41,34,75,18,3,20
11/02/2010,0.9,13,12,25,27,2,21
11/02/2010,0.8,9,10,20,25,2,30
11/02/2010,0.8,11,13,23,25,2,36
11/02/2010,0.7,9,11,20,28,2,-99
11/02/2010,0.7,9,10,19,22,2,47
11/02/2010,0.7,10,10,19,20,2,30
11/02/2010,0.7,11,9,20,16,2,18
11/02/2010,1.0,19,14,31,10,2,14
11/02/2010,0.8,12,9,21,13,2,28
11/02/2010,0.8,11,9,19,13,2,26
11/02/2010,0.9,12,10,23,11,3,11
11/02/2010,0.7,6,9,15,12,2,17
11/02/2010,0.6,2,8,10,13,2,13
12/02/2010,0.7,4,12,16,7,2,10
12/02/2010,0.7,9,12,21,7,3,6
12/02/2010,0.5,1,4,5,14,2,-99
12/02/2010,0.6,2,8,10,10,2,3
12/02/2010,0.6,1,10,10,8,2,8
12/02/2010,0.6,1,7,8,11,2,-99
12/02/2010,2.0,108,17,125,1,4,25
12/02/2010,4.0,199,19,218,1,6,44
12/02/2010,2.4,94,20,113,2,4,45
12/02/2010,2.3,77,37,114,8,6,41
12/02/2010,2.4,60,60,119,17,8,43
12/02/2010,2.1,35,57,92,32,8,15
12/02/2010,1.6,15,41,56,58,5,-99
12/02/2010,1.6,13,38,51,68,5,20
12/02/2010,1.7,7,40,47,87,4,31
12/02/2010,2.6,7,49,55,94,5,-99
12/02/2010,1.9,8,57,65,81,6,-99
12/02/2010,1.6,7,48,54,64,5,66
12/02/2010,1.6,20,51,70,19,19,44
12/02/2010,1.4,5,51,56,14,59,77
12/02/2010,1.5,23,45,69,15,42,75
12/02/2010,1.2,8,38,46,14,26,43
12/02/2010,0.8,0,25,25,21,20,27
12/02/2010,1.1,12,31,42,12,24,31
13/02/2010,1.3,30,34,63,6,27,31
13/02/2010,1.0,10,33,43,5,29,32
13/02/2010,1.2,22,34,56,2,19,32
13/02/2010,1.1,16,32,48,3,13,29
13/02/2010,1.2,19,33,52,3,11,29
13/02/2010,1.4,34,30,64,2,8,31
13/02/2010,1.8,72,32,104,1,6,39
13/02/2010,3.7,186,34,221,2,9,66
13/02/2010,4.1,194,49,243,3,15,90
13/02/2010,3.3,110,75,185,11,19,98
13/02/2010,1.9,37,50,86,30,12,47
13/02/2010,1.7,18,44,62,47,6,27
13/02/2010,1.0,7,20,26,54,3,1
13/02/2010,0.8,3,10,13,55,2,25
13/02/2010,0.7,1,9,10,64,2,29
13/02/2010,0.8,3,11,15,50,3,24
13/02/2010,0.7,3,9,12,45,2,14
13/02/2010,-99,-99,-99,-99,-99,-99,-99
13/02/2010,0.9,8,17,25,29,3,18
13/02/2010,0.9,7,18,25,25,2,29
13/02/2010,1.1,18,25,43,13,3,27
13/02/2010,1.4,30,28,58,8,3,20
13/02/2010,1.6,50,32,83,5,4,16
13/02/2010,2.0,63,32,95,4,4,39
14/02/2010,2.0,56,34,90,2,4,24
14/02/2010,1.6,35,33,69,1,4,17
14/02/2010,1.7,39,34,73,1,3,24
14/02/2010,1.5,28,31,59,1,3,19
14/02/2010,1.2,14,28,42,1,3,18
14/02/2010,1.2,19,31,50,1,3,17
14/02/2010,1.6,39,30,68,1,3,22
14/02/2010,2.0,71,27,98,2,4,28
14/02/2010,2.2,65,31,96,6,4,34
14/02/2010,1.5,31,30,61,17,4,17
14/02/2010,1.4,25,33,57,28,4,6
14/02/2010,0.9,7,15,21,35,2,-99
14/02/2010,0.7,3,6,10,35,2,14
14/02/2010,0.6,1,4,5,37,2,6
14/02/2010,0.6,1,4,5,36,2,16
14/02/2010,0.7,3,5,8,35,2,13
14/02/2010,0.6,3,6,9,35,2,14
14/02/2010,0.7,3,7,10,34,2,8
14/02/2010,0.6,0,5,5,33,2,13
14/02/2010,0.6,0,8,8,28,2,13
14/02/2010,0.9,11,18,29,18,2,14
14/02/2010,1.2,29,22,51,14,3,14
14/02/2010,0.9,10,17,28,20,2,9
14/02/2010,0.9,11,19,30,17,2,9
15/02/2010,1.1,12,28,40,5,2,15
15/02/2010,0.9,6,22,29,9,2,13
15/02/2010,0.7,2,17,19,13,2,9
15/02/2010,0.7,1,14,15,14,2,7
15/02/2010,0.7,2,15,17,12,2,7
15/02/2010,1.1,25,23,48,5,2,16
15/02/2010,2.2,105,27,132,2,4,35
15/02/2010,4.3,246,31,277,2,7,77
15/02/2010,3.4,157,38,195,4,8,80
15/02/2010,1.6,47,31,79,14,57,85
15/02/2010,1.1,23,21,43,25,27,52
15/02/2010,1.0,16,20,36,34,24,37
15/02/2010,1.0,12,23,35,44,12,38
15/02/2010,1.4,14,32,46,48,12,34
15/02/2010,1.2,9,26,34,46,10,-99
15/02/2010,0.8,3,6,9,42,2,12
15/02/2010,0.7,3,7,10,40,2,23
15/02/2010,0.7,2,8,10,37,10,45
15/02/2010,1.1,13,34,47,16,47,97
15/02/2010,1.1,8,31,38,11,17,48
15/02/2010,1.1,9,28,37,10,6,42
15/02/2010,1.0,5,25,30,8,7,40
15/02/2010,0.8,0,19,19,14,16,26
15/02/2010,0.9,2,21,23,10,16,21
16/02/2010,1.2,15,30,45,1,8,23
16/02/2010,1.0,9,26,35,1,6,26
16/02/2010,0.9,3,23,26,2,5,28
16/02/2010,0.9,4,23,28,1,5,19
16/02/2010,0.9,4,25,29,1,7,24
16/02/2010,1.1,21,23,44,1,10,36
16/02/2010,1.1,29,24,54,1,11,42
16/02/2010,1.9,58,24,82,2,11,45
16/02/2010,2.0,62,28,90,5,16,50
16/02/2010,2.0,62,37,99,8,15,66
16/02/2010,2.2,57,52,109,15,13,64
16/02/2010,2.5,49,80,129,27,10,78
16/02/2010,-99,-99,-99,-99,-99,-99,59
16/02/2010,-99,-99,-99,-99,-99,-99,37
16/02/2010,-99,-99,-99,-99,-99,-99,-99
16/02/2010,1.0,9,22,31,35,3,-99
16/02/2010,0.8,8,14,22,30,2,40
16/02/2010,0.8,9,15,24,24,2,29
16/02/2010,0.9,8,15,23,21,3,30
16/02/2010,0.9,8,16,24,19,3,24
16/02/2010,1.1,18,20,38,14,3,27
16/02/2010,1.1,21,20,41,11,3,26
16/02/2010,1.5,41,29,69,4,4,27
16/02/2010,1.1,21,24,45,6,3,23
17/02/2010,1.0,16,22,38,5,3,18
17/02/2010,0.7,1,18,19,11,3,16
17/02/2010,0.6,0,6,6,28,2,-99
17/02/2010,0.6,0,5,5,29,2,5
17/02/2010,0.6,2,10,12,23,2,4
17/02/2010,1.0,22,22,44,10,3,13
17/02/2010,1.4,51,29,81,2,3,32
17/02/2010,1.2,21,24,46,8,3,23
17/02/2010,1.7,38,30,68,6,3,26
17/02/2010,1.8,39,31,71,5,4,24
17/02/2010,1.8,40,32,72,7,4,19
17/02/2010,1.3,20,25,46,13,3,10
17/02/2010,1.6,31,34,66,9,3,17
17/02/2010,2.4,56,45,101,6,4,19
17/02/2010,2.8,63,48,112,6,4,26
17/02/2010,3.1,70,54,124,5,4,28
17/02/2010,3.2,99,52,151,2,4,34
17/02/2010,3.6,114,51,165,1,5,35
17/02/2010,4.1,140,50,190,1,5,35
17/02/2010,3.5,129,38,167,0,4,25
17/02/2010,2.6,92,29,120,0,3,11
17/02/2010,2.8,95,27,122,0,4,12
17/02/2010,2.2,76,24,100,0,3,12
17/02/2010,1.6,35,24,58,1,2,5
18/02/2010,1.0,16,18,34,3,2,-99
18/02/2010,1.1,8,19,26,2,2,3
18/02/2010,0.9,2,17,19,4,2,5
18/02/2010,0.8,0,15,14,7,2,2
18/02/2010,0.8,8,18,26,3,2,5
18/02/2010,1.0,6,19,25,2,2,9
18/02/2010,1.4,46,20,66,1,2,11
18/02/2010,1.7,53,23,76,2,3,9
18/02/2010,1.5,22,25,47,4,2,3
18/02/2010,2.2,34,27,61,9,3,13
18/02/2010,1.4,20,26,46,22,2,4
18/02/2010,1.3,15,28,43,23,3,9
18/02/2010,1.5,17,35,52,18,2,11
18/02/2010,2.4,50,51,101,14,4,22
18/02/2010,2.3,38,53,91,14,3,24
18/02/2010,2.1,31,54,86,15,3,21
18/02/2010,2.8,50,66,116,10,4,30
18/02/2010,2.8,55,60,114,5,4,21
18/02/2010,3.0,81,51,132,2,4,31
18/02/2010,4.0,151,38,189,1,5,39
18/02/2010,2.9,105,36,139,2,5,32
18/02/2010,1.5,31,29,60,5,3,17
18/02/2010,1.2,17,25,43,11,3,13
18/02/2010,1.3,28,28,56,3,3,21
19/02/2010,1.2,27,22,49,10,2,6
19/02/2010,1.1,7,24,31,6,2,9
19/02/2010,0.9,2,20,23,8,2,3
19/02/2010,0.7,0,11,10,20,2,-99
19/02/2010,1.0,14,17,31,15,2,19
19/02/2010,1.5,39,32,72,2,3,26
19/02/2010,2.2,85,30,116,2,4,33
19/02/2010,4.0,174,33,207,4,6,39
19/02/2010,2.8,100,37,136,10,4,33
19/02/2010,3.5,116,60,177,10,6,42
19/02/2010,1.8,31,35,66,27,3,-99
19/02/2010,0.8,6,11,17,38,2,-99
19/02/2010,0.9,8,13,21,41,2,-99
19/02/2010,0.8,7,10,17,40,2,-99
19/02/2010,0.7,4,8,12,45,2,-99
19/02/2010,0.9,7,12,19,44,2,2
19/02/2010,0.8,5,12,17,47,2,3
19/02/2010,0.8,6,14,20,43,2,11
19/02/2010,1.2,16,27,42,26,3,20
19/02/2010,1.1,13,25,38,22,2,20
19/02/2010,1.5,34,30,63,9,3,26
19/02/2010,1.7,38,34,72,6,3,26
19/02/2010,1.8,54,35,88,3,3,37
19/02/2010,2.4,76,33,109,1,3,44
20/02/2010,1.9,59,31,90,1,3,35
20/02/2010,1.7,49,28,77,1,3,36
20/02/2010,1.1,14,20,34,18,2,8
20/02/2010,0.8,2,17,19,22,2,7
20/02/2010,1.1,14,28,42,10,4,20
20/02/2010,1.8,60,37,97,1,4,29
20/02/2010,2.5,109,37,145,1,5,36
