FECHA,CO,NO,NO2,NOX,O3,PM10,SO2
01/01/2022,0.89,11,39,50,4,97,1
01/01/2022,0.89,11,38,48,5,107,1
01/01/2022,0.89,15,37,52,4,127,1
01/01/2022,1.1,31,39,70,2,120,1
01/01/2022,0.76,9,34,43,4,89,0
01/01/2022,0.64,5,29,34,7,77,0
01/01/2022,0.61,7,27,35,5,62,0
01/01/2022,0.66,13,29,42,4,75,0
01/01/2022,0.77,19,29,48,9,59,3
01/01/2022,0.47,14,32,45,21,72,2
01/01/2022,0.39,13,36,49,31,89,5
01/01/2022,0.37,5,29,34,62,76,4
01/01/2022,0.5,3,30,32,90,84,4
01/01/2022,0.34,2,23,25,91,49,4
01/01/2022,0.09,2,13,15,76,23,2
01/01/2022,0.02,1,11,12,64,20,1
01/01/2022,0.03,2,13,15,55,43,2
01/01/2022,0.14,6,23,29,38,29,2
01/01/2022,0.38,13,38,51,11,34,1
01/01/2022,0.53,13,37,49,9,66,1
01/01/2022,0.27,7,25,32,12,36,1
01/01/2022,0.49,21,29,50,6,42,1
01/01/2022,0.55,30,28,58,4,38,1
01/01/2022,0.63,25,28,53,1,38,1
02/01/2022,0.33,8,23,32,4,12,0
02/01/2022,0.13,2,14,17,10,10,0
02/01/2022,0.11,2,14,16,10,9,0
02/01/2022,0.09,1,13,14,10,14,0
02/01/2022,0.09,2,13,14,9,13,0
02/01/2022,0.13,5,16,21,6,11,0
02/01/2022,0.24,13,17,30,4,20,0
02/01/2022,0.41,33,21,54,2,26,1
02/01/2022,0.51,33,19,53,6,29,1
02/01/2022,0.67,50,33,82,7,39,3
02/01/2022,0.38,26,31,57,16,45,3
02/01/2022,0.25,16,26,42,24,32,3
02/01/2022,0.11,5,12,17,36,23,2
02/01/2022,0.06,5,11,16,43,22,5
02/01/2022,0.05,2,9,11,49,45,5
02/01/2022,0.06,3,9,13,44,73,1
02/01/2022,0.1,3,10,13,39,44,1
02/01/2022,-99,-99,-99,-99,-99,-99,-99
02/01/2022,-99,-99,-99,-99,-99,-99,-99
02/01/2022,-99,-99,-99,-99,-99,74,-99
02/01/2022,-99,-99,-99,-99,-99,30,-99
02/01/2022,-99,-99,-99,-99,-99,24,-99
02/01/2022,-99,-99,-99,-99,-99,39,-99
02/01/2022,-99,-99,-99,-99,-99,28,-99
03/01/2022,-99,-99,-99,-99,-99,20,-99
03/01/2022,-99,-99,-99,-99,-99,28,-99
03/01/2022,-99,-99,-99,-99,-99,17,-99
03/01/2022,0.06,1,7,9,24,22,7
03/01/2022,0.03,1,7,8,23,27,5
03/01/2022,0.08,2,10,12,19,34,5
03/01/2022,0.24,16,25,41,6,44,6
03/01/2022,0.49,30,28,58,3,52,6
03/01/2022,0.55,36,30,66,3,64,7
03/01/2022,0.69,44,31,76,3,74,6
03/01/2022,0.71,38,36,74,8,78,5
03/01/2022,0.72,30,41,71,18,84,3
03/01/2022,0.76,20,48,68,31,91,3
03/01/2022,0.69,14,50,64,43,96,3
03/01/2022,0.38,8,31,39,50,83,3
03/01/2022,0.36,5,24,28,57,69,3
03/01/2022,0.33,4,28,32,59,75,3
03/01/2022,0.37,3,30,33,56,66,3
03/01/2022,0.56,5,41,46,33,91,5
03/01/2022,0.33,1,32,33,33,92,37
03/01/2022,0.2,1,23,24,36,80,47
03/01/2022,0.32,10,39,48,19,75,94
03/01/2022,0.5,15,45,60,9,69,67
03/01/2022,0.62,16,41,57,8,63,25
04/01/2022,0.33,3,24,27,20,50,13
04/01/2022,0.31,3,22,25,18,46,6
04/01/2022,0.18,3,17,19,18,32,4
04/01/2022,0.15,2,18,20,16,34,2
04/01/2022,0.12,2,15,18,17,33,2
04/01/2022,0.19,6,23,29,10,33,1
04/01/2022,0.47,25,35,60,3,37,1
04/01/2022,1.28,115,35,150,2,97,2
04/01/2022,1.5,108,41,149,2,87,8
04/01/2022,1.58,92,67,160,7,89,11
04/01/2022,1.2,30,90,119,31,94,10
04/01/2022,0.57,14,40,54,39,-99,4
04/01/2022,0.28,9,28,37,44,14,2
04/01/2022,0.34,9,30,39,47,22,3
04/01/2022,0.28,8,30,38,51,21,3
04/01/2022,0.27,6,29,35,56,18,4
04/01/2022,0.3,6,30,35,53,23,4
04/01/2022,0.8,29,58,87,22,51,5
04/01/2022,1.23,71,66,137,12,71,4
04/01/2022,1.49,70,70,140,7,96,3
04/01/2022,1.51,67,71,138,4,93,4
04/01/2022,1.11,26,60,86,9,79,5
04/01/2022,0.69,16,44,61,17,55,10
04/01/2022,0.53,6,42,48,15,49,12
05/01/2022,0.34,4,30,34,21,50,11
05/01/2022,0.23,2,25,27,25,42,11
05/01/2022,0.21,2,21,23,25,40,9
05/01/2022,0.1,1,17,18,25,34,5
05/01/2022,0.24,4,22,26,20,39,4
05/01/2022,0.37,11,33,45,9,43,3
05/01/2022,0.7,45,41,86,3,51,3
05/01/2022,1.86,147,45,192,1,89,5
05/01/2022,2.37,171,51,222,2,114,11
05/01/2022,2.14,131,86,217,4,124,8
05/01/2022,1.34,56,83,139,16,108,9
05/01/2022,0.86,23,63,86,36,61,7
05/01/2022,0.42,8,33,41,54,17,4
05/01/2022,0.3,5,21,27,57,3,2
05/01/2022,0.31,6,27,33,62,32,3
05/01/2022,0.34,4,26,30,73,38,2
05/01/2022,0.49,5,31,36,68,44,2
05/01/2022,0.74,14,51,65,52,64,3
05/01/2022,1.55,52,86,138,12,119,4
05/01/2022,1.16,36,62,98,18,114,4
05/01/2022,1.94,86,73,160,3,98,5
05/01/2022,1.39,47,67,114,4,81,4
05/01/2022,1.49,35,77,112,1,89,3
05/01/2022,1.63,45,75,120,1,90,3
06/01/2022,0.86,10,52,61,6,58,2
06/01/2022,0.6,5,41,46,11,37,1
06/01/2022,0.41,3,31,34,14,35,1
06/01/2022,0.39,2,25,27,15,40,1
06/01/2022,0.41,3,28,30,12,45,1
06/01/2022,0.47,11,32,43,7,42,1
06/01/2022,1.01,59,37,96,1,58,2
06/01/2022,1.39,114,39,152,1,85,3
06/01/2022,1.73,114,42,157,2,112,6
06/01/2022,1.76,95,68,164,6,109,5
06/01/2022,1.53,39,102,140,26,101,4
06/01/2022,0.84,13,52,65,48,60,3
06/01/2022,0.67,8,44,51,64,57,3
06/01/2022,0.61,5,39,44,79,55,3
06/01/2022,0.45,3,29,32,89,61,2
06/01/2022,0.35,9,29,37,45,11,2
06/01/2022,1.05,30,65,95,27,116,3
06/01/2022,0.58,13,48,61,36,27,2
06/01/2022,0.41,13,30,43,32,80,1
06/01/2022,0.97,45,48,93,4,43,2
06/01/2022,0.49,19,34,53,3,-99,2
06/01/2022,0.66,40,32,72,1,33,2
06/01/2022,0.53,21,30,51,2,13,1
06/01/2022,0.82,40,30,70,1,13,1
07/01/2022,0.44,13,29,42,1,9,1
07/01/2022,0.23,6,21,27,4,4,0
07/01/2022,0.2,3,20,23,5,9,0
07/01/2022,0.15,3,20,22,5,6,0
07/01/2022,0.13,2,18,20,7,13,0
07/01/2022,0.27,14,22,36,3,23,0
07/01/2022,0.94,76,27,103,0,33,2
07/01/2022,1.88,159,27,186,1,54,3
07/01/2022,1.83,173,32,205,1,58,4
07/01/2022,1.55,85,47,133,5,43,3
07/01/2022,1.13,64,58,123,11,62,4
07/01/2022,0.65,20,45,66,31,45,2
07/01/2022,0.68,13,53,67,46,52,2
07/01/2022,0.36,9,33,42,45,-99,2
07/01/2022,0.27,7,25,32,43,23,1
07/01/2022,0.53,6,37,43,48,62,2
07/01/2022,0.54,9,42,51,27,23,1
07/01/2022,0.64,22,39,61,16,49,1
07/01/2022,0.08,5,11,16,32,90,1
07/01/2022,0.49,20,29,49,10,26,1
07/01/2022,0.45,20,27,47,8,-99,1
07/01/2022,0.6,26,29,55,6,22,1
07/01/2022,1.07,57,34,91,1,38,2
07/01/2022,1.03,53,30,83,1,30,1
08/01/2022,0.53,23,30,53,1,11,1
08/01/2022,0.33,8,26,35,5,21,1
08/01/2022,0.32,7,29,36,2,26,0
08/01/2022,0.27,6,26,32,3,22,0
08/01/2022,0.16,7,21,28,4,12,0
08/01/2022,0.27,15,24,38,3,23,0
08/01/2022,0.42,34,28,62,1,29,1
08/01/2022,1.05,93,31,123,1,50,2
08/01/2022,1.32,105,35,139,2,67,3
08/01/2022,1.17,67,50,117,7,72,3
08/01/2022,0.98,42,64,106,17,79,4
08/01/2022,0.5,16,44,60,37,24,2
08/01/2022,0.28,10,29,39,43,35,2
08/01/2022,0.22,8,27,35,47,20,2
08/01/2022,0.19,4,20,24,61,37,2
08/01/2022,0.27,3,24,27,68,41,2
08/01/2022,0.29,3,27,29,60,50,2
08/01/2022,0.38,5,33,38,37,37,1
08/01/2022,0.11,1,14,15,46,55,1
08/01/2022,0.09,1,14,15,43,66,1
08/01/2022,0.18,3,32,36,24,111,3
08/01/2022,0.12,2,25,27,29,40,1
08/01/2022,0.07,1,13,14,33,5,1
08/01/2022,0.24,4,17,21,26,5,1
09/01/2022,-99,-99,-99,-99,-99,4,-99
09/01/2022,-99,-99,-99,-99,-99,4,-99
09/01/2022,-99,-99,-99,-99,-99,6,-99
09/01/2022,0.27,4,23,28,14,10,1
09/01/2022,0.26,5,25,29,10,16,0
09/01/2022,0.38,6,30,36,5,31,0
09/01/2022,0.56,24,31,55,1,15,1
09/01/2022,0.85,46,29,75,2,36,1
09/01/2022,0.85,45,33,78,5,38,3
09/01/2022,0.85,36,44,80,13,42,2
09/01/2022,0.52,18,34,52,30,36,2
09/01/2022,0.32,7,27,33,49,29,2
09/01/2022,0.22,6,25,31,51,13,3
09/01/2022,0.16,5,18,23,53,29,4
09/01/2022,0.13,3,14,17,60,-99,3
09/01/2022,0.05,3,10,13,50,10,3
09/01/2022,0.08,3,12,16,49,32,1
09/01/2022,0.12,2,14,16,53,54,2
09/01/2022,0.23,4,21,25,39,38,3
09/01/2022,0.18,4,18,21,27,32,1
09/01/2022,0.2,3,21,24,23,20,7
09/01/2022,0.13,1,18,19,26,48,2
09/01/2022,0.19,1,17,18,25,45,1
09/01/2022,0.17,1,16,17,27,10,1
10/01/2022,0.15,1,15,16,24,18,0
10/01/2022,0.1,1,12,12,25,19,0
10/01/2022,0.04,1,9,9,33,64,3
10/01/2022,0.03,1,13,13,29,62,13
10/01/2022,0.02,1,10,11,29,33,14
10/01/2022,0.13,11,21,31,16,29,4
10/01/2022,0.54,45,32,77,4,41,3
10/01/2022,1.19,94,38,132,1,66,5
10/01/2022,1.66,90,39,129,3,90,11
10/01/2022,0.21,5,16,21,31,33,6
10/01/2022,0.26,7,19,25,29,19,3
10/01/2022,0.25,8,17,25,33,24,3
10/01/2022,0.18,5,15,20,40,25,1
10/01/2022,0.16,4,14,18,44,32,1
10/01/2022,0.18,5,14,19,43,52,2
10/01/2022,0.2,6,13,19,29,84,2
10/01/2022,0.2,7,15,23,23,43,2
10/01/2022,0.21,9,20,29,16,62,2
10/01/2022,0.28,10,23,33,8,50,2
10/01/2022,0.16,5,17,22,12,27,1
10/01/2022,0.14,4,15,19,14,18,1
10/01/2022,0.1,2,13,15,16,8,1
10/01/2022,0.08,1,11,12,16,4,1
10/01/2022,0.07,1,8,9,18,-99,0
11/01/2022,0.05,1,7,8,18,-99,0
11/01/2022,0.03,0,6,7,18,-99,0
11/01/2022,0.01,1,5,6,20,-99,0
11/01/2022,0,0,5,5,19,-99,0
11/01/2022,0.02,1,6,7,17,5,0
11/01/2022,0.03,1,10,11,14,8,0
11/01/2022,0.16,11,18,29,7,13,0
11/01/2022,0.51,34,24,58,2,17,1
11/01/2022,0.49,30,23,53,5,27,2
11/01/2022,0.22,10,14,25,14,11,2
11/01/2022,0.26,12,14,27,15,20,2
11/01/2022,0.3,15,18,34,13,27,2
11/01/2022,0.22,11,16,27,17,27,2
11/01/2022,0.21,9,13,22,24,8,1
11/01/2022,0.13,5,12,18,29,23,1
11/01/2022,0.21,7,15,22,30,33,1
11/01/2022,0.2,6,18,24,30,28,1
11/01/2022,0.13,2,17,19,33,41,1
11/01/2022,0.21,2,22,23,24,50,1
11/01/2022,0.36,8,30,38,10,54,2
11/01/2022,0.2,2,22,24,12,37,3
11/01/2022,0.12,1,17,18,14,29,2
11/01/2022,0.08,1,17,18,13,26,12
11/01/2022,0.08,1,14,15,14,14,14
12/01/2022,0.13,2,16,18,10,9,7
12/01/2022,0.13,5,16,21,6,15,3
12/01/2022,0.15,2,14,16,5,14,2
12/01/2022,0.12,2,13,15,4,20,1
12/01/2022,0.14,4,15,19,3,20,1
12/01/2022,0.38,24,17,41,1,28,1
12/01/2022,0.81,79,16,95,1,34,2
12/01/2022,1.37,141,17,158,1,77,3
12/01/2022,2.38,196,26,223,1,115,6
12/01/2022,1.41,107,51,158,4,66,10
12/01/2022,1.33,63,79,142,13,94,8
12/01/2022,0.93,29,62,91,27,69,5
12/01/2022,0.6,17,49,67,36,37,5
12/01/2022,0.34,11,27,38,40,21,5
12/01/2022,0.21,5,19,24,49,28,4
12/01/2022,0.17,4,16,20,49,25,6
12/01/2022,0.18,5,18,23,43,47,16
12/01/2022,0.28,7,28,35,31,74,26
12/01/2022,0.35,8,32,40,22,61,13
12/01/2022,0.43,7,40,46,13,55,8
12/01/2022,0.39,7,32,38,16,47,6
12/01/2022,0.48,11,34,45,10,50,6
12/01/2022,0.46,12,35,47,7,51,6
12/01/2022,0.21,3,27,30,9,49,15
13/01/2022,0.16,3,26,29,9,24,33
13/01/2022,0.31,12,29,41,2,20,12
13/01/2022,0.13,3,19,21,5,13,6
13/01/2022,0.06,1,14,16,9,5,4
13/01/2022,0.04,2,12,14,11,-99,3
13/01/2022,0.12,6,16,23,9,-99,3
13/01/2022,0.75,68,25,93,1,25,3
13/01/2022,1.57,142,30,172,1,49,5
13/01/2022,1.25,106,33,138,2,57,8
13/01/2022,0.57,40,35,75,10,26,3
13/01/2022,0.65,41,41,82,14,24,3
13/01/2022,0.35,17,31,48,28,41,3
13/01/2022,0.23,11,24,35,35,38,3
13/01/2022,0.17,6,15,21,44,30,3
13/01/2022,0.14,5,14,19,46,35,5
13/01/2022,0.12,6,16,21,40,38,15
13/01/2022,0.19,6,19,25,36,54,7
13/01/2022,0.29,7,26,33,31,94,13
13/01/2022,0.35,8,33,41,22,80,18
13/01/2022,0.47,10,36,46,15,58,15
13/01/2022,0.22,3,23,26,23,53,9
13/01/2022,0.45,16,33,49,12,49,7
13/01/2022,0.42,8,30,38,12,42,5
13/01/2022,0.52,12,33,45,5,39,4
14/01/2022,0.36,4,29,34,7,32,3
14/01/2022,0.22,3,22,24,10,26,2
14/01/2022,0.21,4,21,25,9,28,2
14/01/2022,0.14,1,17,18,12,23,2
14/01/2022,0.15,2,18,21,10,27,1
14/01/2022,0.25,13,23,36,5,27,1
14/01/2022,0.78,74,33,107,1,46,2
14/01/2022,1.33,125,30,155,1,74,3
14/01/2022,1.66,141,36,177,1,93,9
14/01/2022,1.92,131,72,203,4,121,12
14/01/2022,1.5,70,82,152,12,102,7
14/01/2022,0.79,23,54,77,34,10,4
14/01/2022,0.38,9,32,40,49,-99,3
14/01/2022,0.16,5,14,19,53,-99,1
14/01/2022,0.04,2,6,8,54,-99,1
14/01/2022,0.11,4,10,14,52,6,1
14/01/2022,0.09,3,9,12,51,7,1
14/01/2022,0.16,5,14,20,45,29,1
14/01/2022,0.77,35,38,72,18,64,1
14/01/2022,1.1,55,47,102,6,77,2
14/01/2022,1.89,113,49,162,1,96,3
14/01/2022,1.82,98,50,147,1,115,3
14/01/2022,1.43,62,46,108,1,115,3
14/01/2022,0.91,24,43,67,2,80,2
15/01/2022,-99,-99,-99,-99,-99,49,-99
15/01/2022,-99,-99,-99,-99,-99,36,-99
15/01/2022,-99,-99,-99,-99,-99,16,-99
15/01/2022,0.23,3,19,22,17,24,1
15/01/2022,0.44,7,30,36,8,36,1
15/01/2022,0.82,34,39,73,1,50,1
15/01/2022,0.98,67,35,102,1,61,2
15/01/2022,1.4,105,39,144,1,88,3
15/01/2022,1.89,133,46,179,2,100,7
15/01/2022,1.33,78,66,144,8,87,5
15/01/2022,0.74,26,50,76,25,55,4
15/01/2022,0.5,14,39,53,38,34,3
15/01/2022,0.21,8,19,26,42,31,2
15/01/2022,0.1,3,11,14,44,39,3
15/01/2022,0.08,5,12,17,37,45,13
15/01/2022,0.11,5,12,16,37,62,6
15/01/2022,0.14,4,13,16,40,64,4
15/01/2022,0.3,5,19,24,35,78,3
15/01/2022,0.5,16,37,53,17,86,2
15/01/2022,0.72,18,43,61,8,67,4
15/01/2022,0.79,22,40,61,6,62,7
15/01/2022,0.44,7,30,36,11,61,4
15/01/2022,0.51,11,28,40,11,41,3
15/01/2022,0.6,11,34,44,5,54,3
16/01/2022,0.35,2,26,28,9,60,3
16/01/2022,0.28,3,19,21,13,22,2
16/01/2022,0.37,6,22,28,7,33,1
16/01/2022,0.32,4,21,25,6,31,1
16/01/2022,0.32,7,21,27,5,46,1
16/01/2022,0.27,5,19,24,6,28,1
16/01/2022,0.43,14,20,34,3,37,1
16/01/2022,0.45,21,23,44,1,62,1
16/01/2022,0.44,21,20,41,5,49,6
16/01/2022,0.46,28,26,54,10,113,16
16/01/2022,0.51,27,34,61,15,112,17
16/01/2022,0.53,16,41,57,29,97,14
16/01/2022,0.57,10,43,53,44,101,11
16/01/2022,0.46,7,33,40,54,76,8
16/01/2022,0.34,4,22,25,62,52,6
16/01/2022,0.27,3,20,23,50,96,4
16/01/2022,0.14,6,11,17,26,68,2
16/01/2022,0.74,27,37,65,9,2,3
16/01/2022,0.9,34,37,72,4,20,2
16/01/2022,1.6,76,38,114,0,48,2
16/01/2022,0.48,20,17,37,17,-99,1
16/01/2022,0.52,16,25,41,7,-99,1
16/01/2022,0.57,13,27,41,5,-99,1
16/01/2022,0.54,12,25,38,2,-99,1
17/01/2022,0.55,14,21,35,1,-99,1
17/01/2022,0.48,9,19,28,1,-99,1
17/01/2022,0.38,6,17,24,1,-99,0
17/01/2022,0.41,7,21,28,0,4,0
17/01/2022,0.35,8,16,24,1,6,0
17/01/2022,0.56,30,16,46,1,10,1
17/01/2022,0.9,67,16,83,1,15,1
17/01/2022,1.24,106,19,124,1,50,2
17/01/2022,1.77,122,25,147,1,127,3
17/01/2022,1.14,59,43,102,6,17,3
17/01/2022,0.81,34,45,79,17,41,3
17/01/2022,0.64,24,45,68,26,19,4
17/01/2022,0.37,11,28,39,41,-99,2
17/01/2022,0.38,9,27,36,46,-99,2
17/01/2022,0.31,6,26,32,47,-99,2
17/01/2022,0.23,4,18,22,52,-99,1
17/01/2022,0.18,3,16,18,55,22,1
17/01/2022,0.26,6,22,28,37,67,1
17/01/2022,0.3,5,26,32,24,35,1
17/01/2022,0.09,1,11,12,36,51,1
17/01/2022,0.12,3,11,14,31,31,1
17/01/2022,0.28,7,24,30,16,14,1
17/01/2022,0.3,7,24,31,13,18,1
17/01/2022,0.42,5,31,36,14,22,1
18/01/2022,0.35,3,28,30,12,14,0
18/01/2022,0.37,5,26,31,4,6,0
18/01/2022,0.25,2,17,19,6,-99,1
18/01/2022,0.15,3,12,16,7,1,1
18/01/2022,0.15,2,13,15,8,6,1
18/01/2022,0.31,21,18,39,2,11,1
18/01/2022,0.71,49,22,71,1,29,1
18/01/2022,1.36,111,24,135,1,76,2
18/01/2022,1.78,132,30,162,1,92,3
18/01/2022,1.58,91,54,146,5,46,4
18/01/2022,1.58,78,74,152,11,71,9
18/01/2022,0.61,18,41,59,33,32,2
18/01/2022,0.51,14,40,54,39,27,3
18/01/2022,0.34,5,28,34,49,33,2
18/01/2022,0.09,2,9,10,39,-99,0
18/01/2022,0.1,3,10,13,44,20,1
18/01/2022,0.11,1,10,11,54,38,1
18/01/2022,0.54,12,32,44,42,42,1
18/01/2022,0.89,33,55,89,19,74,2
18/01/2022,0.83,22,46,68,15,69,2
18/01/2022,1,33,51,84,8,63,2
18/01/2022,0.73,18,39,57,14,32,2
18/01/2022,0.87,32,41,73,6,52,2
18/01/2022,0.56,6,34,41,9,37,1
19/01/2022,0.43,3,28,31,10,25,1
19/01/2022,0.21,1,16,17,18,17,0
19/01/2022,0.15,2,13,15,19,8,0
19/01/2022,0.1,1,12,13,18,19,0
19/01/2022,0.11,3,16,19,11,24,0
19/01/2022,0.22,8,21,29,7,20,0
19/01/2022,0.71,52,32,84,1,47,1
19/01/2022,1.28,103,32,135,1,62,2
19/01/2022,1.71,116,32,148,1,80,3
19/01/2022,1.37,84,46,130,6,65,3
19/01/2022,0.97,45,56,101,16,44,6
19/01/2022,0.4,11,29,41,37,-99,2
19/01/2022,0.29,7,22,28,48,29,2
19/01/2022,0.34,6,27,33,57,33,3
19/01/2022,0.37,5,28,33,66,50,2
19/01/2022,0.4,4,30,33,72,51,2
19/01/2022,0.5,4,39,43,70,51,2
19/01/2022,0.78,9,53,62,51,101,2
19/01/2022,0.68,16,43,59,28,71,2
19/01/2022,1.04,31,52,83,15,62,2
19/01/2022,0.6,13,37,50,25,43,1
19/01/2022,0.58,10,35,45,20,13,2
19/01/2022,0.17,1,16,16,32,30,4
19/01/2022,0.26,2,20,22,24,48,4
20/01/2022,0.25,2,19,20,24,40,2
20/01/2022,0.2,4,16,20,23,47,2
20/01/2022,0.22,3,16,18,20,27,1
20/01/2022,0.23,3,19,22,14,56,1
20/01/2022,0.22,4,23,27,9,36,1
20/01/2022,0.26,9,23,32,5,22,1
20/01/2022,0.59,43,29,72,1,29,1
20/01/2022,1.12,89,33,123,1,52,2
20/01/2022,1.45,108,36,144,2,70,3
20/01/2022,0.93,50,41,92,9,46,3
20/01/2022,0.53,18,34,52,24,16,4
20/01/2022,0.28,9,22,30,37,7,2
20/01/2022,0.38,8,31,39,48,30,3
20/01/2022,0.39,6,30,36,58,52,4
20/01/2022,0.35,3,24,27,74,49,3
20/01/2022,0.41,3,27,30,72,47,2
20/01/2022,0.39,4,30,34,58,52,2
20/01/2022,0.39,5,30,34,45,77,2
20/01/2022,0.17,1,15,16,48,67,1
20/01/2022,0.22,2,15,17,44,49,1
20/01/2022,0.35,5,27,33,24,84,3
20/01/2022,0.31,3,23,26,21,65,2
20/01/2022,0.45,8,28,36,15,57,1
20/01/2022,0.26,1,17,18,24,41,1
21/01/2022,-99,-99,-99,-99,-99,43,-99
21/01/2022,-99,-99,-99,-99,-99,40,-99
21/01/2022,-99,-99,-99,-99,-99,37,-99
21/01/2022,0.28,3,17,21,11,36,1
21/01/2022,0.26,5,19,24,9,29,1
21/01/2022,0.45,18,27,45,3,49,1
21/01/2022,0.76,57,32,89,1,55,2
21/01/2022,1.46,118,29,147,1,81,3
21/01/2022,1.63,110,38,148,2,89,4
21/01/2022,1.09,47,51,98,10,66,3
21/01/2022,0.32,9,21,29,31,-99,1
21/01/2022,0.18,4,11,16,37,-99,1
21/01/2022,0.2,6,14,20,37,-99,1
21/01/2022,0.12,4,9,13,38,-99,1
21/01/2022,-99,-99,-99,-99,-99,-99,-99
21/01/2022,0.17,3,10,14,34,37,1
21/01/2022,0.18,3,13,16,32,23,1
21/01/2022,0.15,3,12,15,35,26,1
21/01/2022,0.23,5,19,24,28,8,1
21/01/2022,0.22,5,19,24,27,34,1
21/01/2022,0.4,13,24,36,21,55,1
21/01/2022,0.63,16,31,47,15,65,1
21/01/2022,0.63,12,33,45,10,38,1
21/01/2022,0.42,4,36,41,8,61,11
22/01/2022,0.37,2,31,34,11,52,53
22/01/2022,0.32,5,27,32,12,35,32
22/01/2022,0.05,2,7,8,24,-99,5
22/01/2022,0.02,1,6,7,29,-99,3
22/01/2022,0.03,1,8,9,25,16,2
22/01/2022,0.06,1,12,13,21,6,2
22/01/2022,0.2,8,19,27,18,13,1
22/01/2022,0.46,20,31,51,5,29,2
22/01/2022,0.51,32,28,59,8,13,2
22/01/2022,0.35,17,22,39,17,13,1
22/01/2022,0.28,13,21,34,25,7,2
22/01/2022,0.37,11,25,36,34,25,2
22/01/2022,0.34,7,24,30,41,18,1
22/01/2022,0.29,6,20,26,44,15,1
22/01/2022,0.27,4,20,24,48,44,1
22/01/2022,0.35,5,24,29,50,47,1
22/01/2022,0.44,4,28,32,45,41,2
22/01/2022,0.41,5,28,33,38,52,2
22/01/2022,0.37,7,25,32,26,54,1
22/01/2022,0.8,27,40,67,10,56,2
22/01/2022,0.3,3,25,28,21,60,17
22/01/2022,0.21,1,25,26,17,49,34
22/01/2022,0.22,1,21,22,19,46,29
22/01/2022,0.34,7,22,30,15,39,20
23/01/2022,0.45,6,25,31,11,37,9
23/01/2022,0.46,4,24,28,7,33,4
23/01/2022,0.36,4,21,25,8,27,2
23/01/2022,0.31,4,20,23,7,31,1
23/01/2022,0.27,3,17,19,7,19,1
23/01/2022,0.33,3,17,20,6,26,1
23/01/2022,0.47,16,23,39,1,27,1
23/01/2022,0.73,37,21,58,1,61,1
23/01/2022,1.15,62,26,89,2,56,6
23/01/2022,0.96,49,40,89,8,72,12
23/01/2022,0.7,23,45,67,24,81,15
23/01/2022,0.66,15,46,61,38,64,15
23/01/2022,0.35,6,24,30,54,32,8
23/01/2022,0.3,3,22,25,61,35,6
23/01/2022,0.29,3,20,23,67,35,5
23/01/2022,0.38,2,21,24,75,36,4
23/01/2022,0.46,2,25,27,78,54,3
23/01/2022,0.76,7,41,48,53,70,3
23/01/2022,0.72,11,38,48,26,83,3
23/01/2022,0.48,10,24,34,16,3,2
23/01/2022,0.28,3,18,21,27,32,3
23/01/2022,0.35,7,26,32,29,50,19
23/01/2022,0.54,11,35,46,15,56,27
23/01/2022,0.46,3,31,34,13,40,26
24/01/2022,0.52,4,34,38,5,18,12
24/01/2022,0.3,2,18,20,9,14,5
24/01/2022,0.23,2,14,16,12,16,3
24/01/2022,0.18,2,12,14,14,18,2
24/01/2022,0.29,5,22,27,6,29,2
24/01/2022,0.41,17,26,43,2,25,1
24/01/2022,0.96,66,27,93,1,47,2
24/01/2022,1.76,151,28,179,1,68,4
24/01/2022,2.32,153,40,194,1,77,10
24/01/2022,1.54,72,67,138,8,83,10
24/01/2022,0.83,27,47,74,19,9,4
24/01/2022,0.12,3,8,11,34,2,1
24/01/2022,0.08,3,6,8,34,-99,1
24/01/2022,0.11,4,8,12,34,2,1
24/01/2022,0.18,5,12,17,31,20,1
24/01/2022,0.17,4,10,14,32,35,1
24/01/2022,0.17,4,12,16,29,26,1
24/01/2022,0.14,5,13,18,27,37,1
24/01/2022,0.23,5,17,22,23,32,1
24/01/2022,0.23,6,19,25,20,13,1
24/01/2022,0.15,3,12,15,22,61,1
24/01/2022,0.16,4,13,17,20,39,2
24/01/2022,0.19,4,15,19,19,32,1
24/01/2022,0.19,3,14,17,19,18,1
25/01/2022,0.13,2,9,11,21,11,1
25/01/2022,0.09,1,8,9,21,-99,1
25/01/2022,0.05,1,7,9,21,-99,1
25/01/2022,0.05,1,8,8,19,4,1
25/01/2022,0.11,1,11,13,14,9,1
25/01/2022,0.24,11,16,27,9,15,1
25/01/2022,0.82,72,25,97,1,35,2
25/01/2022,1.62,134,26,160,1,70,3
25/01/2022,1.76,136,29,166,1,86,4
25/01/2022,1.57,93,34,127,4,62,3
25/01/2022,0.16,8,10,19,20,3,1
25/01/2022,0.09,4,6,11,25,-99,1
25/01/2022,0.04,2,4,6,30,-99,0
25/01/2022,0.05,2,5,8,31,10,0
25/01/2022,0.09,3,6,9,33,16,1
25/01/2022,0.1,3,7,10,32,19,1
25/01/2022,0.09,2,6,9,30,19,1
25/01/2022,0.12,5,10,15,26,19,1
25/01/2022,0.09,2,10,11,24,1,1
25/01/2022,0.21,11,13,24,20,23,1
25/01/2022,0.19,6,13,19,19,36,1
25/01/2022,0.46,18,25,43,8,43,1
25/01/2022,0.83,35,32,68,1,29,1
25/01/2022,0.59,22,28,50,2,32,1
26/01/2022,0.31,5,21,26,7,26,1
26/01/2022,0.31,7,22,29,5,30,1
