FECHA,CO,NO,NO2,NOX,O3,PM10,SO2
06/03/2022,0.13,3,16,19,53,33,3
06/03/2022,0.13,3,14,17,60,33,2
06/03/2022,0.14,2,15,16,70,41,3
06/03/2022,0.16,2,14,16,72,59,4
06/03/2022,0.19,2,17,18,78,43,4
06/03/2022,0.22,1,18,19,68,63,4
06/03/2022,0.29,2,22,24,58,72,3
06/03/2022,0.4,4,29,32,45,79,2
06/03/2022,0.29,3,24,27,29,43,2
06/03/2022,0.68,22,37,58,14,49,2
06/03/2022,0.7,19,39,58,7,49,2
06/03/2022,0.7,17,36,53,7,45,2
06/03/2022,0.25,5,21,26,16,32,1
07/03/2022,0.06,1,9,10,25,32,2
07/03/2022,0.1,1,12,13,22,37,1
07/03/2022,0.1,2,11,13,19,31,2
07/03/2022,0.08,2,11,13,16,26,2
07/03/2022,0.11,5,15,19,15,36,1
07/03/2022,0.21,10,21,31,11,40,1
07/03/2022,1.3,113,34,147,2,71,3
07/03/2022,2.17,153,33,186,1,107,4
07/03/2022,1.9,134,43,178,2,89,5
07/03/2022,1.03,57,52,109,8,51,4
07/03/2022,0.48,20,36,56,22,39,3
07/03/2022,0.24,8,24,32,40,11,2
07/03/2022,0.2,6,22,28,45,38,3
07/03/2022,0.28,5,23,27,57,56,4
07/03/2022,0.26,4,22,25,62,69,4
07/03/2022,0.27,4,20,24,59,48,7
07/03/2022,0.18,2,18,20,61,69,9
07/03/2022,0.27,4,28,33,51,92,8
07/03/2022,0.2,5,26,31,33,132,3
07/03/2022,0.04,1,10,11,47,108,3
07/03/2022,0.07,1,11,11,40,29,2
07/03/2022,0.09,1,13,13,36,57,2
07/03/2022,0.13,1,15,15,26,92,1
07/03/2022,0.08,1,9,10,28,36,1
08/03/2022,0.16,1,11,12,26,34,2
08/03/2022,0.31,2,14,16,20,70,3
08/03/2022,0.28,2,15,17,17,71,2
08/03/2022,0.22,3,16,19,14,39,1
08/03/2022,0.25,7,20,26,11,62,1
08/03/2022,0.4,21,29,50,4,61,1
08/03/2022,1.32,91,32,123,1,71,3
08/03/2022,2.33,177,36,212,1,116,5
08/03/2022,1.62,101,55,155,3,109,6
08/03/2022,1.09,44,65,109,16,75,6
08/03/2022,0.39,14,28,43,28,19,2
08/03/2022,0.19,7,16,23,35,2,1
08/03/2022,0,3,6,9,33,19,1
08/03/2022,0.04,3,6,9,36,39,1
08/03/2022,0.03,3,7,10,40,60,1
08/03/2022,0.1,4,11,15,38,72,1
08/03/2022,0.1,4,11,15,34,59,1
08/03/2022,0.09,5,11,16,28,49,1
08/03/2022,0.06,3,11,14,25,32,1
08/03/2022,0.21,9,18,27,19,42,1
08/03/2022,0.18,7,17,24,18,68,2
08/03/2022,0.12,5,16,21,17,35,1
08/03/2022,0.22,9,19,27,13,24,1
08/03/2022,0.12,3,10,13,20,17,1
09/03/2022,0.12,2,7,9,21,17,1
09/03/2022,0.1,1,7,8,20,2,1
09/03/2022,0.07,1,7,9,18,15,1
09/03/2022,0.18,2,19,21,10,11,1
09/03/2022,0.12,3,16,20,11,1,1
09/03/2022,0.41,20,27,47,3,50,1
09/03/2022,1.15,109,31,140,1,50,3
09/03/2022,2.28,204,34,238,1,97,6
09/03/2022,1.66,133,50,183,3,55,4
09/03/2022,0.96,52,45,98,11,31,3
09/03/2022,0.56,22,31,53,22,10,2
09/03/2022,0.33,12,22,34,31,12,2
09/03/2022,0.17,6,11,17,32,1,1
09/03/2022,0.11,5,7,12,32,47,0
09/03/2022,0.08,3,7,9,38,53,1
09/03/2022,0.12,4,8,11,33,71,1
09/03/2022,0.14,4,9,13,30,53,1
09/03/2022,0.17,5,12,17,28,72,1
09/03/2022,0.23,5,16,21,22,61,1
09/03/2022,0.42,13,24,37,15,50,1
09/03/2022,0.63,25,28,53,10,44,2
09/03/2022,0.33,10,21,31,14,34,1
09/03/2022,0.32,9,20,30,13,44,1
09/03/2022,0.14,2,10,12,32,19,1
10/03/2022,-99,-99,-99,-99,-99,21,-99
10/03/2022,-99,-99,-99,-99,-99,26,-99
10/03/2022,-99,-99,-99,-99,-99,20,-99
10/03/2022,0.02,1,2,3,24,8,1
10/03/2022,0.06,2,9,11,17,23,1
10/03/2022,0.3,19,33,53,2,58,2
10/03/2022,0.93,81,34,114,0,60,3
10/03/2022,2.54,206,38,243,1,94,6
10/03/2022,1.01,65,40,105,6,43,3
10/03/2022,0.73,28,32,60,16,32,2
10/03/2022,0.48,19,29,48,25,15,2
10/03/2022,0.35,10,22,32,34,1,1
10/03/2022,0.09,4,7,10,34,34,1
10/03/2022,0.14,4,7,11,36,63,1
10/03/2022,0.16,3,9,12,40,64,1
10/03/2022,0.15,3,9,12,41,70,1
10/03/2022,0.17,4,10,14,37,70,1
10/03/2022,0.18,4,13,17,32,83,1
10/03/2022,0.22,4,15,19,26,94,1
10/03/2022,0.24,5,15,20,22,82,1
10/03/2022,0.55,13,18,31,17,74,1
10/03/2022,1.37,46,32,79,4,53,2
10/03/2022,0.65,16,27,43,6,25,1
10/03/2022,0.33,6,23,29,8,27,1
11/03/2022,0.2,4,14,19,16,-99,1
11/03/2022,0.05,1,6,8,24,24,1
11/03/2022,0.06,1,7,8,22,16,0
11/03/2022,0.06,1,7,8,21,16,1
11/03/2022,0.04,2,6,8,20,13,1
11/03/2022,0.06,2,8,10,20,12,1
11/03/2022,0.31,21,18,39,15,26,1
11/03/2022,0.97,77,35,112,3,50,2
11/03/2022,0.91,67,36,103,6,59,3
11/03/2022,1.01,56,48,104,12,50,6
11/03/2022,0.91,28,48,77,23,13,2
11/03/2022,0.44,12,27,39,34,1,2
11/03/2022,0.09,3,7,9,40,36,1
11/03/2022,0.22,4,9,13,39,77,1
11/03/2022,0.16,3,9,12,41,59,1
11/03/2022,0.21,4,10,13,37,53,1
11/03/2022,0.21,4,10,15,35,60,1
11/03/2022,0.28,4,13,17,31,66,1
11/03/2022,0.56,15,19,35,23,80,2
11/03/2022,1.3,66,39,105,4,73,3
11/03/2022,2,108,38,147,1,79,4
11/03/2022,2.4,133,37,171,1,101,4
11/03/2022,1.9,92,36,128,1,116,3
11/03/2022,1.35,58,33,91,1,82,2
12/03/2022,0.84,28,32,60,1,77,2
12/03/2022,0.49,8,27,35,5,51,1
12/03/2022,0.36,4,24,28,10,99,1
12/03/2022,0.13,1,10,11,24,61,1
12/03/2022,0.11,1,8,9,25,70,4
12/03/2022,0.1,1,9,11,28,51,2
12/03/2022,0.19,1,14,16,20,71,3
12/03/2022,0.27,3,15,18,20,60,16
12/03/2022,0.21,4,14,18,26,52,9
12/03/2022,0.26,7,15,22,29,47,5
12/03/2022,0.26,7,16,23,34,30,2
12/03/2022,0.3,7,22,29,42,38,2
12/03/2022,0.3,5,22,27,57,42,4
12/03/2022,0.49,4,29,33,76,76,4
12/03/2022,0.51,3,32,35,88,77,4
12/03/2022,0.43,2,24,26,87,94,4
12/03/2022,0.35,3,20,23,67,92,3
12/03/2022,0.39,2,21,23,48,202,22
12/03/2022,0.33,3,20,23,29,149,30
12/03/2022,0.32,2,19,21,22,81,33
12/03/2022,0.34,2,20,22,16,57,38
12/03/2022,0.18,1,14,15,19,35,18
12/03/2022,0.25,2,15,17,18,31,11
12/03/2022,0.28,2,16,18,17,35,9
13/03/2022,0.35,10,24,34,10,33,5
13/03/2022,0.38,9,28,37,6,36,4
13/03/2022,0.46,10,31,41,2,46,4
13/03/2022,0.48,9,30,39,1,52,3
13/03/2022,0.49,11,29,40,1,50,2
13/03/2022,0.52,11,29,40,1,50,2
13/03/2022,0.73,41,29,70,1,57,2
13/03/2022,0.86,46,29,76,2,71,5
13/03/2022,0.74,37,38,75,8,77,10
13/03/2022,0.76,33,49,82,16,106,9
13/03/2022,0.84,24,64,88,30,109,8
13/03/2022,0.52,8,41,49,51,71,5
13/03/2022,0.34,4,22,26,62,44,3
13/03/2022,0.26,2,18,20,75,51,3
13/03/2022,0.3,2,20,22,91,61,3
13/03/2022,0.36,1,21,23,97,65,3
13/03/2022,0.37,2,22,23,85,85,2
13/03/2022,0.33,2,22,24,49,93,2
13/03/2022,0.19,2,16,17,37,68,2
13/03/2022,0.16,1,14,15,33,53,2
13/03/2022,0.21,4,17,20,29,58,2
13/03/2022,0.44,14,29,43,18,41,2
13/03/2022,0.46,12,27,39,18,38,3
13/03/2022,0.35,5,25,31,17,32,2
14/03/2022,0.24,3,19,23,20,30,2
14/03/2022,0.21,1,15,16,21,28,2
14/03/2022,0.2,1,16,17,19,26,2
14/03/2022,0.11,2,12,14,18,27,1
14/03/2022,0.25,5,17,22,13,29,1
14/03/2022,0.32,16,24,39,9,37,1
14/03/2022,1.31,115,33,148,2,66,3
14/03/2022,2.39,145,36,181,1,105,6
14/03/2022,0.91,44,40,84,9,86,4
14/03/2022,0.87,33,50,83,16,76,4
14/03/2022,0.78,21,51,72,32,72,7
14/03/2022,0.58,8,36,44,51,54,5
14/03/2022,0.59,6,42,48,64,64,4
14/03/2022,0.54,3,30,33,76,51,4
14/03/2022,0.52,3,26,29,92,59,4
14/03/2022,0.47,4,31,34,58,120,3
14/03/2022,0.43,4,31,36,39,78,3
14/03/2022,0.52,18,34,53,26,76,3
14/03/2022,0.42,6,29,36,33,39,3
14/03/2022,0.46,8,33,40,33,60,4
14/03/2022,0.46,5,32,36,29,175,4
14/03/2022,1.37,36,40,76,5,122,2
14/03/2022,0.74,26,34,59,8,1,1
14/03/2022,0.75,18,37,55,2,44,1
15/03/2022,0.41,5,29,34,9,6,1
15/03/2022,0.32,4,21,25,11,15,1
15/03/2022,0.3,2,21,23,10,22,1
15/03/2022,0.25,2,18,20,12,28,1
15/03/2022,0.24,3,17,21,12,31,1
15/03/2022,0.34,14,21,35,8,32,1
15/03/2022,1.44,111,30,141,0,66,3
15/03/2022,2.7,175,38,213,1,107,4
15/03/2022,2.03,133,54,187,2,83,5
15/03/2022,0.79,35,47,82,17,82,5
15/03/2022,0.35,12,24,36,39,35,21
15/03/2022,0.38,8,25,33,48,60,29
15/03/2022,0.27,5,19,23,60,48,16
15/03/2022,0.26,4,19,22,64,75,8
15/03/2022,0.25,4,17,21,66,69,4
15/03/2022,0.28,3,20,23,56,71,3
15/03/2022,0.31,7,24,31,29,162,2
15/03/2022,0.75,23,39,63,9,66,2
15/03/2022,1.65,84,42,126,1,51,3
15/03/2022,1.78,93,39,132,1,38,3
15/03/2022,0.81,23,30,53,6,25,1
15/03/2022,0.27,3,20,23,14,7,1
15/03/2022,0.33,5,20,25,26,2,1
15/03/2022,0.69,-99,-99,-99,-99,48,-99
16/03/2022,-99,-99,-99,-99,-99,28,-99
16/03/2022,-99,-99,-99,-99,-99,21,-99
16/03/2022,-99,-99,-99,-99,-99,18,-99
16/03/2022,0.19,9,13,22,2,9,1
16/03/2022,0.2,6,12,18,1,16,1
16/03/2022,0.36,26,13,39,1,28,1
16/03/2022,1.15,99,16,115,0,56,2
16/03/2022,2.98,193,18,211,1,182,4
16/03/2022,1.45,91,45,135,2,48,4
16/03/2022,1.59,80,74,154,9,91,6
16/03/2022,1.31,32,83,115,29,100,6
16/03/2022,0.87,13,59,72,55,57,4
16/03/2022,0.54,8,34,42,53,79,3
16/03/2022,0.54,7,29,35,46,-99,2
16/03/2022,0.18,4,12,16,50,1,2
16/03/2022,0.48,5,30,35,66,85,2
16/03/2022,0.63,11,37,48,35,132,2
16/03/2022,0.94,39,40,79,16,28,3
16/03/2022,1.32,37,56,94,13,12,3
16/03/2022,1.62,50,61,111,4,45,3
16/03/2022,2.66,76,61,137,1,74,3
16/03/2022,3.11,103,53,156,0,66,3
16/03/2022,1.84,80,46,126,0,71,2
16/03/2022,1.32,55,40,95,0,57,2
17/03/2022,0.89,21,40,61,0,45,1
17/03/2022,0.73,15,36,51,1,36,1
17/03/2022,0.73,19,33,52,0,18,1
17/03/2022,0.64,12,31,43,0,37,1
17/03/2022,0.62,16,26,43,0,21,1
17/03/2022,0.81,39,23,62,0,29,1
17/03/2022,1.65,137,23,160,0,72,3
17/03/2022,2.63,187,29,216,1,188,4
17/03/2022,1.48,83,58,142,5,7,3
17/03/2022,1.18,48,59,107,15,46,3
17/03/2022,0.64,19,41,59,32,-99,3
17/03/2022,0.06,5,8,13,42,-99,2
17/03/2022,0.06,2,7,9,52,18,1
17/03/2022,0.15,3,11,14,58,32,2
17/03/2022,0.12,3,10,13,49,8,1
17/03/2022,0.05,2,7,9,41,39,1
17/03/2022,0.06,3,7,10,35,12,1
17/03/2022,0.04,3,7,10,31,15,1
17/03/2022,0.02,2,8,10,30,57,1
17/03/2022,0.62,31,25,56,12,52,2
17/03/2022,1.46,57,34,91,5,59,2
17/03/2022,1.37,47,33,81,6,31,2
17/03/2022,0.89,26,37,62,4,46,2
17/03/2022,0.87,47,32,78,2,45,2
18/03/2022,0.3,9,22,31,10,26,1
18/03/2022,0.22,4,21,24,10,28,1
18/03/2022,0.22,4,22,25,7,26,1
18/03/2022,0.13,3,17,19,9,12,1
18/03/2022,0.2,5,21,27,5,25,1
18/03/2022,0.33,19,22,41,4,20,1
18/03/2022,1.24,116,28,145,0,50,3
18/03/2022,1.9,162,31,193,1,88,4
18/03/2022,1.06,71,39,111,5,48,3
18/03/2022,0.84,54,48,102,13,41,5
18/03/2022,0.49,16,35,51,33,37,3
18/03/2022,0.41,10,27,37,43,24,2
18/03/2022,0.29,6,22,29,56,21,1
18/03/2022,0.38,5,24,29,68,26,1
18/03/2022,0.29,2,19,22,86,35,1
18/03/2022,0.35,4,22,26,77,38,1
18/03/2022,0.25,3,19,22,65,57,1
18/03/2022,0.31,4,24,28,43,65,1
18/03/2022,0.38,5,29,34,32,29,1
18/03/2022,0.23,4,17,21,29,39,1
18/03/2022,0.15,2,12,14,30,200,1
18/03/2022,0.23,1,15,17,27,97,3
18/03/2022,0.37,1,18,18,22,85,18
18/03/2022,0.39,1,17,18,21,64,55
19/03/2022,0.29,1,15,16,21,63,55
19/03/2022,0.19,1,10,11,23,28,30
19/03/2022,0.23,3,14,17,15,-99,16
19/03/2022,0.18,3,15,19,10,-99,9
19/03/2022,0.22,6,23,29,4,17,6
19/03/2022,0.3,14,25,39,2,40,5
19/03/2022,0.57,38,24,62,0,47,4
19/03/2022,1.04,85,26,111,1,75,10
19/03/2022,0.77,53,34,87,7,87,10
19/03/2022,0.81,40,50,90,15,119,12
19/03/2022,0.73,22,55,77,33,77,10
19/03/2022,0.48,9,36,45,52,47,7
19/03/2022,0.33,4,22,26,64,24,5
19/03/2022,0.28,2,19,21,72,28,3
19/03/2022,0.31,5,23,27,60,27,2
19/03/2022,0.17,4,17,21,56,30,2
19/03/2022,0.21,3,17,21,51,39,2
19/03/2022,0.22,4,20,24,45,53,1
19/03/2022,0.22,4,22,26,32,201,2
19/03/2022,0.23,3,19,22,24,120,4
19/03/2022,0.21,2,16,18,23,38,3
19/03/2022,0.22,2,16,18,19,60,2
19/03/2022,0.15,1,11,12,22,31,2
19/03/2022,0.18,1,12,13,21,22,2
20/03/2022,0.26,3,16,19,14,24,2
20/03/2022,0.33,6,20,26,7,19,3
20/03/2022,0.29,7,18,25,7,29,4
20/03/2022,0.21,2,15,17,13,38,8
20/03/2022,0.24,4,17,21,8,16,10
20/03/2022,0.29,6,18,24,4,4,4
20/03/2022,0.33,15,20,35,2,27,3
20/03/2022,0.8,50,21,71,2,43,9
20/03/2022,0.42,15,21,35,14,81,17
20/03/2022,0.43,13,23,36,22,41,17
20/03/2022,0.39,10,25,35,34,1,14
20/03/2022,0.27,4,19,24,52,12,9
20/03/2022,0.22,4,16,20,60,19,5
20/03/2022,0.18,2,15,17,71,35,4
20/03/2022,0.21,2,14,16,78,33,3
20/03/2022,0.21,2,15,16,82,30,3
20/03/2022,0.23,2,16,17,72,52,3
20/03/2022,0.24,3,18,20,48,60,4
20/03/2022,0.38,5,28,33,31,79,4
20/03/2022,0.23,3,16,20,30,19,2
20/03/2022,0.38,11,26,37,21,34,2
20/03/2022,0.4,10,28,39,19,35,2
20/03/2022,0.41,8,24,31,16,19,2
20/03/2022,0.43,9,27,36,11,4,2
21/03/2022,0.44,9,29,38,8,25,1
21/03/2022,0.4,9,32,41,3,17,1
21/03/2022,0.27,6,22,28,11,28,1
21/03/2022,0.18,2,17,18,12,23,1
21/03/2022,0.15,1,14,15,14,16,1
21/03/2022,0.15,6,20,26,7,37,1
21/03/2022,0.47,29,26,55,1,30,2
21/03/2022,0.87,77,29,107,2,65,4
21/03/2022,0.75,48,36,84,7,36,4
21/03/2022,0.35,17,31,48,28,22,3
21/03/2022,0.24,8,20,28,38,37,2
21/03/2022,0.17,5,13,18,45,30,2
21/03/2022,0.08,3,10,13,47,6,4
21/03/2022,0.11,2,8,10,56,15,4
21/03/2022,0.08,2,7,10,53,16,3
21/03/2022,0.1,2,7,9,57,79,2
21/03/2022,0.11,1,8,9,50,47,2
21/03/2022,0.06,2,7,9,37,22,1
21/03/2022,0.04,1,6,7,37,14,1
21/03/2022,0.09,3,10,12,30,19,1
21/03/2022,0.14,3,15,18,26,31,1
21/03/2022,0.16,3,14,17,24,63,1
21/03/2022,0.17,4,14,18,23,49,1
21/03/2022,0.09,1,7,8,-99,40,1
22/03/2022,-99,-99,-99,-99,-99,16,-99
22/03/2022,-99,-99,-99,-99,-99,27,-99
22/03/2022,-99,-99,-99,-99,-99,31,-99
22/03/2022,0.03,1,9,10,26,32,2
22/03/2022,0.02,2,17,19,18,20,1
22/03/2022,0.18,14,27,41,8,19,2
22/03/2022,1.12,107,35,143,1,63,4
22/03/2022,1.81,133,39,171,2,65,5
22/03/2022,0.69,40,34,74,9,52,2
22/03/2022,0.41,25,28,53,19,37,2
22/03/2022,0.48,20,32,53,24,20,2
22/03/2022,0.24,11,21,32,36,13,2
22/03/2022,0.12,5,14,19,43,27,1
22/03/2022,0.07,3,9,13,44,43,1
22/03/2022,0.09,2,11,13,47,41,1
22/03/2022,0.07,2,10,12,46,32,2
22/03/2022,0.13,2,13,16,45,39,1
22/03/2022,0.07,2,12,14,40,44,1
22/03/2022,0.03,2,10,12,37,41,1
22/03/2022,0.67,34,27,61,18,46,2
22/03/2022,1.14,42,36,78,8,26,2
22/03/2022,1.57,84,42,126,2,64,3
22/03/2022,0.85,35,39,74,3,45,2
22/03/2022,0.45,14,35,50,5,34,1
23/03/2022,0.27,4,29,33,8,38,1
23/03/2022,0.23,3,29,32,9,30,1
23/03/2022,0.08,1,17,18,15,21,1
23/03/2022,0.04,1,14,15,18,25,1
23/03/2022,0.1,5,20,25,12,32,1
23/03/2022,0.21,22,25,47,8,26,1
23/03/2022,1.09,97,34,130,1,65,3
23/03/2022,2.19,163,35,197,1,98,4
23/03/2022,1.13,73,42,115,7,74,4
23/03/2022,0.89,62,51,113,10,74,12
23/03/2022,0.82,33,64,97,24,95,18
23/03/2022,0.61,15,51,66,42,20,4
23/03/2022,0.02,3,7,10,41,24,1
23/03/2022,0.08,4,10,14,42,64,1
23/03/2022,0.1,4,11,14,46,72,1
23/03/2022,0.05,3,8,11,44,76,1
23/03/2022,0.1,3,9,13,40,64,1
23/03/2022,0.06,4,10,14,36,18,1
23/03/2022,0.06,4,12,16,32,15,1
23/03/2022,0.24,7,22,29,21,70,1
23/03/2022,0.23,11,20,31,21,63,1
23/03/2022,0.63,30,30,60,10,39,2
23/03/2022,0.19,7,19,26,22,31,1
23/03/2022,0.05,3,12,15,25,26,1
24/03/2022,0.09,2,14,16,21,35,1
24/03/2022,0.1,2,19,21,15,16,1
24/03/2022,0.12,1,12,14,19,1,1
24/03/2022,0.09,1,12,13,20,28,0
24/03/2022,0.13,3,18,21,10,25,1
24/03/2022,0.24,18,28,46,3,28,1
24/03/2022,0.97,79,33,111,1,45,2
24/03/2022,1.5,87,32,120,4,94,21
24/03/2022,0.94,57,37,95,9,120,55
24/03/2022,0.55,25,32,57,17,32,47
24/03/2022,0.54,23,37,60,26,56,22
24/03/2022,0.61,18,48,66,37,87,21
24/03/2022,0.57,10,44,54,58,30,15
24/03/2022,0.5,6,35,40,74,36,9
24/03/2022,0.46,4,33,37,88,67,9
24/03/2022,0.38,4,30,33,84,103,12
24/03/2022,0.24,3,19,22,71,153,25
24/03/2022,0.15,2,15,18,58,137,14
24/03/2022,0.19,3,18,21,41,124,10
24/03/2022,0.22,5,25,30,27,137,9
24/03/2022,0.16,3,21,24,26,114,4
24/03/2022,0.13,2,19,21,25,56,3
24/03/2022,0.11,1,14,15,27,49,16
24/03/2022,0.08,1,10,11,30,35,14
25/03/2022,0.09,1,12,13,26,39,14
25/03/2022,0.11,1,13,14,25,40,29
25/03/2022,0.08,2,11,13,23,33,27
25/03/2022,0.08,3,12,16,20,36,14
25/03/2022,0.11,3,15,19,14,43,6
25/03/2022,0.23,13,24,38,6,45,5
25/03/2022,0.77,65,29,94,2,58,5
25/03/2022,1.87,152,34,186,1,109,12
25/03/2022,0.77,40,38,78,8,61,9
25/03/2022,0.55,26,35,61,18,46,11
25/03/2022,0.76,41,53,95,20,57,13
25/03/2022,0.32,15,28,42,37,11,6
25/03/2022,0.19,6,21,27,49,36,4
25/03/2022,0.28,5,24,30,60,58,4
25/03/2022,0.28,4,23,27,73,58,3
25/03/2022,0.22,2,17,19,83,56,3
25/03/2022,0.17,2,17,19,78,91,5
25/03/2022,0.23,3,20,23,63,122,7
25/03/2022,0.19,4,20,25,39,192,2
25/03/2022,0.23,5,23,28,30,142,1
25/03/2022,0.17,2,21,23,30,106,1
25/03/2022,0.06,1,9,10,37,52,6
25/03/2022,0.15,1,13,14,30,54,25
25/03/2022,0.24,1,17,18,25,43,53
26/03/2022,0.32,6,24,30,17,41,41
26/03/2022,0.24,4,20,24,21,34,23
26/03/2022,0.17,2,15,17,25,25,14
26/03/2022,0.21,2,23,26,13,47,9
26/03/2022,0.14,2,21,23,16,39,7
26/03/2022,0.21,8,27,34,10,50,5
26/03/2022,0.41,20,33,53,5,43,4
26/03/2022,0.7,52,36,88,4,66,6
26/03/2022,0.48,24,35,59,14,53,8
26/03/2022,0.51,26,39,65,19,60,12
26/03/2022,0.31,10,28,38,36,24,9
26/03/2022,0.25,6,24,30,52,37,8
26/03/2022,0.22,6,26,33,54,10,8
26/03/2022,0.12,5,15,20,57,15,5
26/03/2022,0.14,4,15,19,60,38,4
26/03/2022,0.1,3,13,17,61,52,6
26/03/2022,0.1,3,13,15,59,52,6
26/03/2022,0.09,3,14,17,56,55,7
26/03/2022,0.08,3,15,18,46,93,5
26/03/2022,0.12,3,22,25,28,86,1
26/03/2022,0.15,2,18,21,29,58,1
26/03/2022,0.3,3,25,28,20,53,1
26/03/2022,0.32,2,22,24,22,45,3
26/03/2022,0.42,5,24,29,18,42,7
27/03/2022,0.47,9,30,39,10,39,6
27/03/2022,0.33,6,26,32,14,14,4
27/03/2022,0.29,5,24,29,14,16,2
27/03/2022,0.18,5,20,24,16,36,1
27/03/2022,0.2,2,22,24,14,33,1
27/03/2022,0.17,3,21,24,13,23,1
27/03/2022,0.44,18,32,50,4,37,2
27/03/2022,0.73,42,32,73,3,68,2
27/03/2022,0.79,43,43,85,8,76,3
27/03/2022,0.85,36,59,95,18,111,6
27/03/2022,0.6,14,45,59,37,96,5
27/03/2022,0.39,6,30,36,53,82,3
27/03/2022,0.16,4,17,21,60,55,2
27/03/2022,0.1,3,12,15,66,106,2
27/03/2022,0.12,2,13,15,70,61,2
27/03/2022,0.07,2,11,13,65,38,2
27/03/2022,0.19,3,17,19,60,26,4
27/03/2022,0.06,1,11,12,66,41,9
27/03/2022,0.12,1,15,16,61,51,10
27/03/2022,0.26,2,23,25,44,123,8
27/03/2022,0.45,16,36,52,17,61,1
27/03/2022,0.47,10,38,49,15,61,2
27/03/2022,0.43,9,34,42,13,59,2
27/03/2022,0.36,8,30,38,25,57,2
28/03/2022,-99,-99,-99,-99,-99,43,-99
28/03/2022,-99,-99,-99,-99,-99,28,-99
28/03/2022,-99,-99,-99,-99,-99,22,-99
28/03/2022,0.05,2,13,15,26,10,1
28/03/2022,0.08,2,17,19,22,35,1
28/03/2022,0.09,9,30,39,14,20,1
28/03/2022,1,80,44,124,2,54,2
28/03/2022,2.67,179,47,226,1,123,5
28/03/2022,2.08,150,62,211,3,108,11
28/03/2022,0.88,42,58,100,20,58,13
28/03/2022,0.54,19,46,65,32,69,3
28/03/2022,0.33,13,35,48,42,62,3
28/03/2022,0.15,5,19,24,56,25,2
28/03/2022,0.14,5,18,23,58,52,2
28/03/2022,0.19,4,18,22,65,64,3
28/03/2022,0.22,4,20,24,67,75,4
28/03/2022,0.26,3,23,27,65,90,7
28/03/2022,0.28,4,29,32,58,98,9
28/03/2022,0.41,5,38,43,46,154,9
28/03/2022,0.33,2,33,35,41,124,7
28/03/2022,0.47,5,36,41,34,170,3
28/03/2022,1.21,20,57,78,16,128,2
28/03/2022,1.04,24,57,80,10,85,2
28/03/2022,0.26,1,22,24,29,66,3
29/03/2022,0.12,2,16,18,31,37,3
29/03/2022,0.11,1,13,14,33,41,3
29/03/2022,0.07,1,12,12,31,51,2
29/03/2022,0.11,1,13,14,27,34,2
29/03/2022,0.12,2,18,20,22,44,2
29/03/2022,0.16,6,24,30,17,43,2
29/03/2022,1.24,93,44,136,1,75,3
29/03/2022,2.6,184,46,230,1,166,6
29/03/2022,1.13,53,51,104,9,72,5
29/03/2022,0.88,34,58,92,21,89,15
29/03/2022,0.57,12,44,56,45,73,3
29/03/2022,0.51,8,40,48,59,74,3
29/03/2022,0.4,4,30,34,74,66,3
29/03/2022,0.41,2,28,30,93,75,4
29/03/2022,0.43,2,29,31,107,70,4
29/03/2022,0.43,2,28,30,115,78,4
29/03/2022,0.47,2,34,35,105,93,4
29/03/2022,0.4,2,31,33,81,142,3
29/03/2022,0.13,2,14,16,43,132,2
29/03/2022,0.31,7,26,33,32,90,2
29/03/2022,0.76,12,38,50,22,78,2
29/03/2022,1.11,34,48,82,13,67,3
29/03/2022,0.82,24,44,68,13,46,2
29/03/2022,0.51,9,39,48,16,44,2
30/03/2022,0.24,5,28,32,23,38,2
30/03/2022,0.12,1,16,18,27,42,2
30/03/2022,0.07,1,12,13,35,18,2
30/03/2022,0.13,1,18,18,22,51,1
30/03/2022,0.16,2,24,26,20,34,1
30/03/2022,0.37,21,36,57,11,55,2
30/03/2022,1.27,104,49,153,2,81,4
30/03/2022,2.18,152,52,204,1,143,5
30/03/2022,1.34,69,69,138,7,68,4
30/03/2022,0.73,25,54,79,33,7,4
30/03/2022,0.33,7,31,38,53,30,3
30/03/2022,0.14,4,17,21,59,19,2
30/03/2022,0.04,3,10,13,53,3,2
30/03/2022,0.05,3,9,12,51,27,2
30/03/2022,0.05,3,10,13,52,34,2
30/03/2022,0.04,2,11,13,56,34,2
30/03/2022,0.04,3,11,14,46,54,1
30/03/2022,0.06,3,12,16,42,130,1
30/03/2022,0.19,3,18,21,42,75,2
30/03/2022,0.12,1,14,16,31,92,1
30/03/2022,0.73,21,38,60,14,73,2
30/03/2022,1.43,45,62,106,1,88,2
30/03/2022,1.3,53,58,111,1,84,3
30/03/2022,0.94,40,50,89,1,88,2
31/03/2022,0.49,9,38,47,4,64,1
31/03/2022,0.39,5,33,37,5,55,1
31/03/2022,0.25,2,26,28,9,53,1
31/03/2022,0.19,2,21,23,12,39,1
31/03/2022,0.22,5,25,30,8,56,1
31/03/2022,0.35,17,33,50,3,58,1
31/03/2022,1.22,118,34,151,1,77,3
31/03/2022,2.43,186,36,222,1,157,5
31/03/2022,1.04,55,47,102,7,36,3
31/03/2022,1.17,55,66,122,16,66,6
31/03/2022,0.74,16,55,70,43,56,5
31/03/2022,0.59,8,40,49,56,37,2
31/03/2022,0.57,6,42,48,76,54,3
31/03/2022,0.43,4,31,35,84,41,2
31/03/2022,0.35,2,23,24,98,90,2
31/03/2022,0.39,4,26,30,68,130,2
